,tablescraper-selected-row,name,tablescraper-selected-row 2,tablescraper-selected-row 3,num,num 2,num 3,num 4,tablescraper-selected-row 5
4,3.0,FIFA 온라인 4,스포츠,92.32,"9,301","2,353,996",49.0,"2,897,748",넥슨
6,4.0,오버워치,FPS,22.28,"9,211","2,314,102",73.0,"1,913,350",블리자드
8,5.0,로스트아크,RPG,38.72,"8,844","1,952,377",146.0,"801,429",스마일게이트
10,6.0,서든어택,FPS,12.35,"9,093","1,282,078",65.0,"1,199,446",넥슨
12,7.0,메이플스토리,RPG,23.99,"8,898","1,209,331",102.0,"715,170",넥슨
14,8.0,카트라이더,레이싱,98.13,"9,133","961,549",40.0,"1,473,763",넥슨
16,9.0,스타크래프트 리마스터,RTS,6.55,"8,879","800,599",77.0,"631,973",블리자드
18,10.0,던전앤파이터,액션,60.78,"7,984","625,015",96.0,"390,528",넥슨
20,11.0,리니지,RPG,6.48,"5,452","326,535",110.0,"181,028",엔씨소프트
22,12.0,디아블로3,RPG,6.02,"5,840","303,081",127.0,"143,475",블리자드
24,13.0,월드 오브 워크래프트,RPG,4.99,"4,779","251,529",135.0,"111,589",블리자드
26,14.0,사이퍼즈,액션,17.28,"4,528","177,703",114.0,"93,336",넥슨
28,15.0,Destiny: Guardians,FPS,1.21,"3,772","124,968",121.0,"62,255",스팀
30,16.0,워크래프트3 리포지드,RTS,0.97,"3,454","118,222",76.0,"94,519",블리자드
32,17.0,레인보우식스 시즈,FPS,1.08,"3,180","111,257",82.0,"82,443",네오위즈/스팀
34,18.0,아이온,RPG,2.16,"2,633","108,846",112.0,"58,643",엔씨소프트
36,19.0,블레이드 & 소울,RPG,2.08,"3,296","104,461",98.0,"63,547",엔씨소프트
38,20.0,히어로즈 오브 더 스톰,RTS,0.86,"3,650","104,444",85.0,"74,008",블리자드
40,21.0,테일즈런너,스포츠,3.49,"4,550","88,823",49.0,"110,744",스마일게이트
42,22.0,스타크래프트2,RTS,0.7,"3,416","84,509",72.0,"71,385",블리자드
44,23.0,크레이지아케이드,아케이드,66.21,"4,833","74,362",32.0,"139,833",넥슨
46,24.0,검은사막,RPG,1.36,"2,409","68,262",112.0,"36,673",(주)펄어비스
48,25.0,스페셜포스,FPS,0.65,"2,408","67,457",96.0,"42,355",네오위즈
50,26.0,리니지2,RPG,1.27,"1,775","63,671",170.0,"22,523",엔씨소프트
52,27.0,Astellia,RPG,1.18,"1,577","59,174",134.0,"26,587",스팀
54,28.0,Monster Hunter : World,액션,5.67,"1,948","58,252",104.0,"33,251",스팀
56,29.0,GTA 5,액션,5.25,"2,064","53,915",71.0,"45,534",스팀
58,30.0,파이널판타지14,RPG,1.02,"1,487","51,143",145.0,"21,139",액토즈소프트
0,1.0,리그 오브 레전드,RTS,91.77,"9,402","8,888,066",103.0,"5,187,978",라이엇게임즈
2,2.0,배틀그라운드,FPS,59.33,"9,287","4,131,534",80.0,"3,100,143",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,92.58,"9,299","1,694,446",55.0,"1,875,167",넥슨
6,4.0,오버워치,FPS,23.64,"9,195","1,646,206",74.0,"1,346,588",블리자드
8,5.0,로스트아크,RPG,38.3,"8,787","1,299,271",146.0,"536,134",스마일게이트
10,6.0,서든어택,FPS,12.24,"9,068","851,955",65.0,"795,386",넥슨
12,7.0,메이플스토리,RPG,23.18,"8,832","786,373",97.0,"491,846",넥슨
14,8.0,카트라이더,레이싱,98.27,"9,116","676,509",40.0,"1,015,384",넥슨
16,9.0,스타크래프트 리마스터,RTS,5.67,"8,837","548,670",77.0,"429,465",블리자드
18,10.0,던전앤파이터,액션,60.09,"8,216","440,440",88.0,"294,226",넥슨
20,11.0,리니지,RPG,6.91,"5,418","234,352",113.0,"126,933",엔씨소프트
22,12.0,월드 오브 워크래프트,RPG,5.71,"4,838","193,465",141.0,"82,331",블리자드
24,13.0,디아블로3,RPG,5.39,"5,557","182,550",121.0,"90,684",블리자드
26,14.0,사이퍼즈,액션,15.98,"4,431","117,100",110.0,"63,496",넥슨
28,15.0,Destiny: Guardians,FPS,1.16,"3,593","80,407",119.0,"40,711",스팀
30,16.0,워크래프트3 리포지드,RTS,0.82,"3,284","79,146",77.0,"62,044",블리자드
32,17.0,아이온,RPG,2.24,"2,568","75,815",111.0,"41,218",엔씨소프트
34,18.0,레인보우식스 시즈,FPS,1.07,"3,116","73,921",80.0,"55,688",네오위즈/스팀
36,19.0,블레이드 & 소울,RPG,2.14,"3,221","72,548",99.0,"43,988",엔씨소프트
38,20.0,히어로즈 오브 더 스톰,RTS,0.7,"3,461","67,720",87.0,"46,929",블리자드
40,21.0,테일즈런너,스포츠,3.25,"4,400","59,406",48.0,"74,959",스마일게이트
42,22.0,스타크래프트2,RTS,0.57,"3,282","54,663",70.0,"46,978",블리자드
44,23.0,크레이지아케이드,아케이드,65.97,"4,767","52,924",33.0,"99,217",넥슨
46,24.0,Monster Hunter : World,액션,6.63,"2,210","48,593",105.0,"27,620",스팀
48,25.0,검은사막,RPG,1.37,"2,267","46,192",113.0,"24,581",(주)펄어비스
50,26.0,스페셜포스,FPS,0.65,"2,332","45,098",93.0,"29,379",네오위즈
52,27.0,리니지2,RPG,1.3,"1,742","44,104",173.0,"15,266",엔씨소프트
54,28.0,DK온라인,RPG,1.18,629,"40,017",216.0,"11,170",마상소프트
56,29.0,Astellia,RPG,1.13,"1,394","38,085",137.0,"16,626",스팀
58,30.0,GTA 5,액션,4.93,"1,971","36,069",72.0,"30,073",스팀
0,1.0,리그 오브 레전드,RTS,90.64,"9,424","4,153,550",101.0,"2,479,353",라이엇게임즈
2,2.0,배틀그라운드,FPS,60.36,"9,324","2,052,567",80.0,"1,546,999",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,93.14,"9,341","923,417",58.0,"965,998",넥슨
6,4.0,오버워치,FPS,23.07,"9,266","784,501",73.0,"646,543",블리자드
8,5.0,로스트아크,RPG,39.59,"8,932","632,123",144.0,"263,635",스마일게이트
10,6.0,카트라이더,레이싱,98.72,"9,233","454,498",48.0,"572,043",넥슨
12,7.0,서든어택,FPS,11.79,"9,160","400,745",65.0,"369,832",넥슨
14,8.0,메이플스토리,RPG,21.34,"8,961","340,733",91.0,"224,870",넥슨
16,9.0,스타크래프트 리마스터,RTS,6.23,"9,032","285,411",73.0,"235,352",블리자드
18,10.0,던전앤파이터,액션,61.74,"8,535","244,709",92.0,"157,397",넥슨
20,11.0,월드 오브 워크래프트,RPG,5.78,"5,300","92,169",138.0,"40,247",블리자드
22,12.0,디아블로3,RPG,5.47,"6,199","87,343",114.0,"46,036",블리자드
24,13.0,리니지,RPG,5.46,"4,910","87,122",118.0,"44,576",엔씨소프트
26,14.0,사이퍼즈,액션,15.65,"5,153","62,016",109.0,"34,210",넥슨
28,15.0,스타크래프트2,RTS,0.9,"5,268","41,120",69.0,"35,852",블리자드
30,16.0,워크래프트3 리포지드,RTS,0.9,"3,895","41,049",72.0,"34,423",블리자드
32,17.0,Destiny: Guardians,FPS,1.19,"4,184","40,447",115.0,"21,221",스팀
34,18.0,블레이드 & 소울,RPG,2.4,"3,832","38,306",104.0,"22,083",엔씨소프트
36,19.0,히어로즈 오브 더 스톰,RTS,0.79,"3,985","35,832",79.0,"27,433",블리자드
38,20.0,아이온,RPG,2.18,"2,896","34,717",110.0,"19,020",엔씨소프트
40,21.0,레인보우식스 시즈,FPS,1.01,"3,372","34,134",79.0,"26,043",네오위즈/스팀
42,22.0,테일즈런너,스포츠,2.9,"4,802","28,657",51.0,"34,174",스마일게이트
44,23.0,검은사막,RPG,1.55,"2,724","24,681",109.0,"13,512",(주)펄어비스
46,24.0,크레이지아케이드,아케이드,66.89,"5,188","23,813",31.0,"46,688",넥슨
48,25.0,스페셜포스,FPS,0.67,"2,737","22,498",86.0,"15,725",네오위즈
50,26.0,Monster Hunter : World,액션,5.65,"2,504","22,386",100.0,"13,397",스팀
52,27.0,엘소드,RPG,1.4,"2,814","22,263",94.0,"13,784",넥슨
54,28.0,한게임 로우바둑이,보드,13.94,"3,396","21,919",25.0,"54,177",한게임
56,29.0,거상,RPG,1.34,"2,512","21,244",94.0,"13,547",(주)에이케이인터렉티브
58,30.0,리니지2,RPG,1.29,"1,885","20,474",174.0,"7,083",엔씨소프트
0,1.0,리그 오브 레전드,RTS,89.77,"9,427","14,691,329",102.0,"8,643,782",라이엇게임즈
2,2.0,배틀그라운드,FPS,61.37,"9,345","7,630,676",82.0,"5,628,365",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,92.12,"9,350","2,901,190",59.0,"2,984,110",넥슨
6,4.0,오버워치,FPS,21.68,"9,269","2,694,787",74.0,"2,192,147",블리자드
8,5.0,로스트아크,RPG,39.11,"8,977","2,229,369",147.0,"915,819",스마일게이트
10,6.0,카트라이더,레이싱,98.64,"9,279","1,643,988",50.0,"1,984,029",넥슨
12,7.0,서든어택,FPS,12.1,"9,193","1,504,450",65.0,"1,398,087",넥슨
14,8.0,메이플스토리,RPG,21.47,"9,005","1,223,611",97.0,"756,603",넥슨
16,9.0,스타크래프트 리마스터,RTS,6.76,"9,107","1,105,012",75.0,"897,297",블리자드
18,10.0,던전앤파이터,액션,57.2,"8,585","776,760",88.0,"528,741",넥슨
20,11.0,디아블로3,RPG,5.89,"6,324","335,722",119.0,"170,004",블리자드
22,12.0,월드 오브 워크래프트,RPG,5.81,"5,473","330,846",140.0,"142,416",블리자드
24,13.0,리니지,RPG,5.43,"4,937","309,007",118.0,"157,879",엔씨소프트
26,14.0,사이퍼즈,액션,17.62,"5,286","239,209",110.0,"131,195",넥슨
28,15.0,워크래프트3 리포지드,RTS,1.08,"4,218","176,253",74.0,"145,305",블리자드
30,16.0,스타크래프트2,RTS,1.02,"5,598","166,015",72.0,"139,848",블리자드
32,17.0,레인보우식스 시즈,FPS,1.1,"3,596","136,537",76.0,"107,606",네오위즈/스팀
34,18.0,아이온,RPG,2.36,"3,080","134,247",114.0,"71,227",엔씨소프트
36,19.0,히어로즈 오브 더 스톰,RTS,0.8,"4,122","129,483",83.0,"94,099",블리자드
38,20.0,Destiny: Guardians,FPS,1.03,"4,083","127,269",110.0,"69,378",스팀
40,21.0,블레이드 & 소울,RPG,2.19,"3,706","124,777",101.0,"73,737",엔씨소프트
42,22.0,테일즈런너,스포츠,3.4,"5,043","106,804",48.0,"135,701",스마일게이트
44,23.0,크레이지아케이드,아케이드,67.35,"5,610","96,690",31.0,"188,268",넥슨
46,24.0,검은사막,RPG,1.66,"2,842","94,136",122.0,"46,407",(주)펄어비스
48,25.0,스페셜포스,FPS,0.72,"2,868","89,260",91.0,"59,427",네오위즈
50,26.0,거상,RPG,1.49,"2,628","84,402",98.0,"51,790",(주)에이케이인터렉티브
52,27.0,Monster Hunter : World,액션,6.14,"2,570","83,250",103.0,"48,528",스팀
54,28.0,DOTA 2,RTS,0.45,"1,032","72,692",132.0,"33,278",스팀
56,29.0,한게임 로우바둑이,보드,12.69,"3,233","71,949",27.0,"164,804",한게임
58,30.0,리니지2,RPG,1.24,"1,922","70,651",168.0,"25,374",엔씨소프트
0,1.0,리그 오브 레전드,RTS,90.65,"9,419","12,409,017",100.0,"7,430,349",라이엇게임즈
2,2.0,배틀그라운드,FPS,59.32,"9,315","6,754,904",80.0,"5,057,429",카카오/스팀
4,3.0,오버워치,FPS,22.38,"9,242","2,547,446",73.0,"2,104,156",블리자드
6,4.0,FIFA 온라인 4,스포츠,91.78,"9,317","2,327,478",55.0,"2,581,993",넥슨
8,5.0,로스트아크,RPG,36.92,"8,730","1,690,954",151.0,"671,515",스마일게이트
10,6.0,카트라이더,레이싱,98.95,"9,246","1,630,420",48.0,"2,071,648",넥슨
12,7.0,서든어택,FPS,12.16,"9,140","1,383,760",66.0,"1,270,964",넥슨
14,8.0,메이플스토리,RPG,23.85,"8,817","1,092,488",101.0,"646,337",넥슨
16,9.0,스타크래프트 리마스터,RTS,6.06,"8,921","828,927",77.0,"653,032",블리자드
18,10.0,던전앤파이터,액션,54.25,"8,121","605,479",93.0,"382,108",넥슨
20,11.0,월드 오브 워크래프트,RPG,6.02,"4,982","275,338",139.0,"119,089",블리자드
22,12.0,리니지,RPG,5.97,"4,676","273,422",114.0,"144,993",엔씨소프트
24,13.0,디아블로3,RPG,5.24,"5,459","239,678",116.0,"124,212",블리자드
26,14.0,사이퍼즈,액션,16.63,"4,652","185,585",113.0,"98,304",넥슨
28,15.0,레인보우식스 시즈,FPS,1.46,"3,880","165,805",77.0,"130,052",네오위즈/스팀
30,16.0,APEX LEGENDS,FPS,1.28,"4,556","145,606",70.0,"125,800",Origin/스팀
32,17.0,워크래프트3 리포지드,RTS,0.96,"3,578","130,595",77.0,"102,813",블리자드
34,18.0,스타크래프트2,RTS,0.95,"4,985","128,831",72.0,"108,551",블리자드
36,19.0,Destiny: Guardians,FPS,1.01,"3,740","114,810",111.0,"61,913",스팀
38,20.0,아이온,RPG,2.42,"2,674","110,412",111.0,"60,033",엔씨소프트
40,21.0,히어로즈 오브 더 스톰,RTS,0.79,"3,710","107,015",83.0,"77,795",블리자드
42,22.0,블레이드 & 소울,RPG,2.25,"3,241","102,848",99.0,"61,492",엔씨소프트
44,23.0,테일즈런너,스포츠,3.8,"4,787","96,239",46.0,"125,540",스마일게이트
46,24.0,크레이지아케이드,아케이드,68.22,"5,271","88,485",32.0,"168,425",넥슨
48,25.0,GTA 5,액션,7.73,"2,484","86,210",76.0,"68,158",스팀
50,26.0,Monster Hunter : World,액션,6.48,"2,296","72,268",107.0,"40,543",스팀
52,27.0,스페셜포스,FPS,0.63,"2,421","70,807",95.0,"44,752",네오위즈
54,28.0,검은사막,RPG,1.54,"2,333","70,149",115.0,"36,542",(주)펄어비스
56,29.0,리니지2,RPG,1.38,"1,760","63,140",167.0,"22,681",엔씨소프트
58,30.0,한게임 로우바둑이,보드,11.75,"2,859","57,179",27.0,"130,129",한게임
0,1.0,리그 오브 레전드,RTS,90.2,"9,410","11,961,076",100,"7,176,384",라이엇게임즈
2,2.0,배틀그라운드,FPS,58.44,"9,305","6,627,675",83,"4,832,721",카카오/스팀
4,3.0,오버워치,FPS,21.34,"9,221","2,419,743",73,"1,991,829",블리자드
6,4.0,FIFA 온라인 4,스포츠,90.9,"9,299","1,972,131",56,"2,138,032",넥슨
8,5.0,로스트아크,RPG,34.45,"8,607","1,460,570",149,"590,756",스마일게이트
10,6.0,카트라이더,레이싱,98.89,"9,223","1,407,637",44,"1,941,659",넥슨
12,7.0,서든어택,FPS,11.88,"9,106","1,346,890",69,"1,183,435",넥슨
14,8.0,메이플스토리,RPG,24.83,"8,705","1,052,686",109,"580,658",넥슨
16,9.0,스타크래프트 리마스터,RTS,6.3,"8,911","835,004",76,"659,999",블리자드
18,10.0,던전앤파이터,액션,54.71,"7,929","556,581",94,"345,272",넥슨
20,11.0,APEX LEGENDS,FPS,3.85,"5,862","435,813",65,"408,780",Origin/스팀
22,12.0,리니지,RPG,6.45,"4,659","273,162",117,"140,520",엔씨소프트
24,13.0,월드 오브 워크래프트,RPG,6.3,"4,914","266,919",138,"116,032",블리자드
26,14.0,디아블로3,RPG,5.16,"5,240","218,619",118,"111,884",블리자드
28,15.0,사이퍼즈,액션,17.52,"4,596","178,242",107,"100,732",넥슨
30,16.0,레인보우식스 시즈,FPS,1.28,"3,736","144,920",77,"112,990",네오위즈/스팀
32,17.0,워크래프트3 리포지드,RTS,0.99,"3,573","130,816",78,"101,732",블리자드
34,18.0,스타크래프트2,RTS,0.97,"4,911","127,461",74,"104,274",블리자드
36,19.0,아이온,RPG,2.59,"2,700","109,798",111,"59,506",엔씨소프트
38,20.0,Destiny: Guardians,FPS,0.94,"3,567","105,747",113,"56,279",스팀
40,21.0,히어로즈 오브 더 스톰,RTS,0.77,"3,592","100,802",85,"71,367",블리자드
42,22.0,블레이드 & 소울,RPG,2.3,"3,156","97,431",98,"59,202",엔씨소프트
44,23.0,테일즈런너,스포츠,4.21,"4,633","91,166",46,"119,318",스마일게이트
46,24.0,크레이지아케이드,아케이드,68.72,"5,264","87,171",32,"164,413",넥슨
48,25.0,GTA 5,액션,7.29,"2,322","74,095",77,"58,248",스팀
50,26.0,검은사막,RPG,1.67,"2,349","70,531",116,"36,599",(주)펄어비스
52,27.0,스페셜포스,FPS,0.62,"2,454","69,836",97,"43,544",네오위즈
54,28.0,DOTA 2,RTS,0.52,"1,396","68,716",119,"35,583",스팀
56,29.0,리니지2,RPG,1.54,"1,826","65,179",169,"23,158",엔씨소프트
58,30.0,Monster Hunter : World,액션,5.9,"1,998","60,017",106,"34,019",스팀
0,1.0,리그 오브 레전드,RTS,89.87,"9,414","8,286,675",99.0,"5,040,093",라이엇게임즈
2,2.0,배틀그라운드,FPS,56.66,"9,303","4,378,614",79.0,"3,335,850",카카오/스팀
4,3.0,오버워치,FPS,22.13,"9,233","1,709,964",71.0,"1,451,021",블리자드
6,4.0,FIFA 온라인 4,스포츠,90.43,"9,293","1,270,985",55.0,"1,405,357",넥슨
8,5.0,카트라이더,레이싱,98.92,"9,248","1,057,726",43.0,"1,501,430",넥슨
10,6.0,서든어택,FPS,12.29,"9,143","949,379",66.0,"873,948",넥슨
12,7.0,로스트아크,RPG,31.96,"8,478","884,198",144.0,"367,847",스마일게이트
14,8.0,메이플스토리,RPG,25.44,"8,745","703,829",97.0,"437,390",넥슨
16,9.0,스타크래프트 리마스터,RTS,6.24,"8,900","575,092",76.0,"454,449",블리자드
18,10.0,던전앤파이터,액션,54.27,"7,848","358,770",94.0,"225,892",넥슨
20,11.0,APEX LEGENDS,FPS,4.62,"6,264","356,770",66.0,"327,647",Origin/스팀
22,12.0,월드 오브 워크래프트,RPG,6.57,"4,841","181,542",136.0,"80,354",블리자드
24,13.0,리니지,RPG,6.5,"4,531","179,805",116.0,"93,309",엔씨소프트
26,14.0,디아블로3,RPG,5.15,"5,033","142,321",115.0,"74,170",블리자드
28,15.0,사이퍼즈,액션,18.55,"4,554","122,576",110.0,"66,761",넥슨
30,16.0,워크래프트3 리포지드,RTS,1.0,"3,538","91,424",77.0,"71,929",블리자드
32,17.0,스타크래프트2,RTS,0.99,"5,001","90,840",76.0,"72,082",블리자드
34,18.0,레인보우식스 시즈,FPS,1.16,"3,535","89,385",76.0,"70,908",네오위즈/스팀
36,19.0,DOTA 2,RTS,0.9,"2,441","82,964",113.0,"45,493",스팀
38,20.0,아이온,RPG,2.95,"2,726","81,512",111.0,"44,284",엔씨소프트
40,21.0,Destiny: Guardians,FPS,0.9,"3,431","69,401",110.0,"37,944",스팀
42,22.0,크레이지아케이드,아케이드,71.05,"5,598","69,347",32.0,"132,845",넥슨
44,23.0,히어로즈 오브 더 스톰,RTS,0.75,"3,538","69,034",82.0,"50,583",블리자드
46,24.0,테일즈런너,스포츠,4.49,"4,668","63,072",46.0,"83,772",스마일게이트
48,25.0,블레이드 & 소울,RPG,2.27,"3,041","62,540",94.0,"39,832",엔씨소프트
50,26.0,GTA 5,액션,7.77,"2,313","51,317",76.0,"40,624",스팀
52,27.0,검은사막,RPG,1.68,"2,239","46,449",115.0,"24,280",(주)펄어비스
54,28.0,스페셜포스,FPS,0.61,"2,337","46,439",96.0,"29,229",네오위즈
56,29.0,파이널판타지14,RPG,1.65,"1,746","45,435",143.0,"19,073",액토즈소프트
58,30.0,리니지2,RPG,1.54,"1,763","42,512",163.0,"15,675",엔씨소프트
0,1.0,리그 오브 레전드,RTS,88.69,"9,419","4,058,782",101.0,"2,433,710",라이엇게임즈
2,2.0,배틀그라운드,FPS,55.74,"9,350","2,214,685",77.0,"1,727,391",카카오/스팀
4,3.0,FIFA 온라인 4,스포츠,94.59,"9,367","1,169,512",71.0,"992,566",넥슨
6,4.0,오버워치,FPS,23.25,"9,297","923,747",75.0,"746,711",블리자드
8,5.0,서든어택,FPS,12.51,"9,246","496,983",61.0,"490,583",넥슨
10,6.0,카트라이더,레이싱,98.79,"9,324","489,883",43.0,"694,308",넥슨
12,7.0,로스트아크,RPG,32.5,"8,573","434,907",152.0,"172,269",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,6.56,"9,073","300,134",76.0,"238,677",블리자드
16,9.0,메이플스토리,RPG,20.43,"8,819","273,399",89.0,"186,084",넥슨
18,10.0,던전앤파이터,액션,61.2,"8,402","250,931",112.0,"134,241",넥슨
20,11.0,APEX LEGENDS,FPS,4.37,"6,822","173,260",63.0,"165,344",Origin/스팀
22,12.0,월드 오브 워크래프트,RPG,6.73,"5,196","89,962",138.0,"39,308",블리자드
24,13.0,리니지,RPG,6.42,"4,925","85,890",113.0,"45,641",엔씨소프트
26,14.0,디아블로3,RPG,5.49,"5,680","73,357",116.0,"38,261",블리자드
28,15.0,DOTA 2,RTS,1.51,"3,901","68,709",106.0,"39,214",스팀
30,16.0,사이퍼즈,액션,16.07,"5,060","65,865",114.0,"34,928",넥슨
32,17.0,워크래프트3 리포지드,RTS,1.06,"4,203","48,379",73.0,"40,108",블리자드
34,18.0,스타크래프트2,RTS,1.06,"5,560","48,277",76.0,"38,405",블리자드
36,19.0,레인보우식스 시즈,FPS,1.1,"3,896","43,693",75.0,"35,239",네오위즈/스팀
38,20.0,아이온,RPG,3.11,"3,044","41,499",118.0,"21,253",엔씨소프트
40,21.0,히어로즈 오브 더 스톰,RTS,0.85,"4,138","38,874",86.0,"27,277",블리자드
42,22.0,블레이드 & 소울,RPG,2.57,"3,558","34,297",102.0,"20,321",엔씨소프트
44,23.0,크레이지아케이드,아케이드,72.13,"6,124","33,953",31.0,"67,218",넥슨
46,24.0,Destiny: Guardians,FPS,0.83,"3,764","32,975",110.0,"18,106",스팀
48,25.0,테일즈런너,스포츠,2.37,"5,011","29,231",44.0,"40,207",스마일게이트
50,26.0,파이널판타지14,RPG,1.98,"2,039","26,390",155.0,"10,242",액토즈소프트
52,27.0,검은사막,RPG,1.92,"2,725","25,611",120.0,"12,883",(주)펄어비스
54,28.0,거상,RPG,1.91,"2,470","25,458",99.0,"15,085",(주)에이케이인터렉티브
56,29.0,GTA 5,액션,6.02,"2,594","24,655",76.0,"19,687",스팀
58,30.0,스페셜포스,FPS,0.6,"2,663","23,683",96.0,"14,930",네오위즈
0,1.0,리그 오브 레전드,RTS,88.28,"9,424","10,443,167",93.0,"6,796,190",라이엇게임즈
2,2.0,배틀그라운드,FPS,57.74,"9,322","5,681,343",77.0,"4,468,322",카카오/스팀
4,3.0,오버워치,FPS,22.2,"9,222","2,184,068",70.0,"1,867,043",블리자드
6,4.0,FIFA 온라인 4,스포츠,91.41,"9,287","1,891,575",58.0,"1,924,266",넥슨
8,5.0,카트라이더,레이싱,98.87,"9,203","1,245,086",42.0,"1,814,428",넥슨
10,6.0,서든어택,FPS,11.72,"9,077","1,152,931",63.0,"1,108,955",넥슨
12,7.0,로스트아크,RPG,32.25,"8,280","1,078,899",147.0,"441,224",스마일게이트
14,8.0,스타크래프트 리마스터,RTS,6.62,"8,917","783,119",73.0,"652,800",블리자드
16,9.0,메이플스토리,RPG,19.55,"8,382","653,988",87.0,"449,473",넥슨
18,10.0,던전앤파이터,액션,61.25,"7,938","604,816",103.0,"341,862",넥슨
20,11.0,APEX LEGENDS,FPS,4.16,"6,022","408,435",61.0,"403,660",Origin/스팀
22,12.0,리니지,RPG,7.47,"4,567","249,816",115.0,"130,404",엔씨소프트
24,13.0,월드 오브 워크래프트,RPG,7.42,"4,758","248,206",135.0,"110,942",블리자드
26,14.0,DOTA 2,RTS,2.05,"4,232","241,348",105.0,"139,342",스팀
28,15.0,디아블로3,RPG,5.53,"4,818","184,890",116.0,"95,954",블리자드
30,16.0,사이퍼즈,액션,17.23,"4,516","170,075",109.0,"93,152",넥슨
32,17.0,워크래프트3 리포지드,RTS,1.07,"3,596","125,921",75.0,"102,335",블리자드
34,18.0,스타크래프트2,RTS,0.98,"4,853","115,337",74.0,"94,430",블리자드
36,19.0,아이온,RPG,3.45,"2,780","115,283",114.0,"61,202",엔씨소프트
38,20.0,레인보우식스 시즈,FPS,0.99,"3,062","97,113",71.0,"80,990",네오위즈/스팀
40,21.0,Destiny: Guardians,FPS,0.97,"3,295","95,174",109.0,"52,331",스팀
42,22.0,히어로즈 오브 더 스톰,RTS,0.8,"3,459","93,535",87.0,"64,636",블리자드
44,23.0,크레이지아케이드,아케이드,70.41,"5,141","88,691",31.0,"175,740",넥슨
46,24.0,블레이드 & 소울,RPG,2.63,"3,064","87,879",93.0,"56,384",엔씨소프트
48,25.0,테일즈런너,스포츠,3.68,"4,170","75,959",44.0,"104,013",스마일게이트
50,26.0,파이널판타지14,RPG,2.09,"1,878","69,618",142.0,"29,400",액토즈소프트
52,27.0,검은사막,RPG,2.07,"2,343","68,981",115.0,"35,996",(주)펄어비스
54,28.0,스페셜포스,FPS,0.67,"2,337","65,125",94.0,"41,703",네오위즈
56,29.0,한게임 로우바둑이,보드,12.61,"2,906","58,485",26.0,"137,769",한게임
58,30.0,GTA 5,액션,5.52,"2,015","54,438",71.0,"45,878",스팀
0,1.0,리그 오브 레전드,RTS,87.45,"9,434","9,987,473",96.0,"6,267,358",라이엇게임즈
2,2.0,배틀그라운드,FPS,59.12,"9,320","5,390,185",77.0,"4,225,338",카카오/스팀
4,3.0,오버워치,FPS,22.09,"9,207","2,013,935",69.0,"1,742,719",블리자드
6,4.0,FIFA 온라인 4,스포츠,89.9,"9,116","1,526,341",52.0,"1,704,094",넥슨
8,5.0,카트라이더,레이싱,98.84,"9,197","1,182,860",41.0,"1,752,829",넥슨
10,6.0,로스트아크,RPG,32.29,"8,154","1,018,972",149.0,"410,336",스마일게이트
12,7.0,서든어택,FPS,10.95,"9,015","998,010",64.0,"938,225",넥슨
14,8.0,스타크래프트 리마스터,RTS,6.76,"8,888","772,035",74.0,"629,332",블리자드
16,9.0,메이플스토리,RPG,19.28,"8,258","608,466",89.0,"411,960",넥슨
18,10.0,던전앤파이터,액션,59.88,"7,830","577,757",105.0,"320,968",넥슨
20,11.0,DOTA 2,RTS,2.69,"4,891","306,345",109.0,"169,581",스팀
22,12.0,APEX LEGENDS,FPS,3.28,"5,387","298,569",61.0,"298,029",Origin/스팀
24,13.0,월드 오브 워크래프트,RPG,7.88,"4,801","248,414",133.0,"112,271",블리자드
26,14.0,리니지,RPG,7.66,"4,505","241,518",117.0,"124,772",엔씨소프트
28,15.0,사이퍼즈,액션,18.97,"4,669","183,007",111.0,"98,378",넥슨
30,16.0,디아블로3,RPG,5.4,"4,645","170,257",115.0,"89,043",블리자드
32,17.0,워크래프트3 리포지드,RTS,1.11,"3,569","126,246",76.0,"100,949",블리자드
34,18.0,스타크래프트2,RTS,0.99,"4,761","112,833",75.0,"90,541",블리자드
36,19.0,아이온,RPG,3.5,"2,655","110,308",114.0,"58,375",엔씨소프트
38,20.0,Destiny: Guardians,FPS,1.13,"3,293","102,710",120.0,"51,286",스팀
40,21.0,레인보우식스 시즈,FPS,1.06,"3,084","96,285",74.0,"77,351",네오위즈/스팀
42,22.0,히어로즈 오브 더 스톰,RTS,0.81,"3,380","92,192",92.0,"60,404",블리자드
44,23.0,블레이드 & 소울,RPG,2.75,"2,968","86,532",93.0,"55,440",엔씨소프트
46,24.0,크레이지아케이드,아케이드,68.67,"5,099","83,689",31.0,"167,325",넥슨
48,25.0,테일즈런너,스포츠,4.02,"3,984","68,203",45.0,"92,525",스마일게이트
50,26.0,검은사막,RPG,2.08,"2,283","65,485",116.0,"33,981",(주)펄어비스
52,27.0,스페셜포스,FPS,0.71,"2,339","63,877",96.0,"40,062",네오위즈
54,28.0,파이널판타지14,RPG,1.95,"1,782","61,466",140.0,"26,245",액토즈소프트
56,29.0,한게임 로우바둑이,보드,12.31,"2,786","55,068",27.0,"124,667",한게임
58,30.0,GTA 5,액션,5.71,"2,060","55,065",70.0,"46,685",스팀
