,tablescraper-selected-row,name,tablescraper-selected-row 2,tablescraper-selected-row 3,num,num 2,num 3,num 4,tablescraper-selected-row 5
46,24.0,한게임 로우바둑이,보드,15.6,"1,854","27,258",24,"69,235",한게임
48,25.0,히어로즈 오브 더 스톰,RTS,0.4,"1,442","24,874",103,"14,630",블리자드
50,26.0,GTA 5,액션,7.37,"1,611","24,731",76,"19,798",스팀
52,27.0,검은사막,RPG,1.49,"1,066","23,253",135,"10,350",(주)펄어비스
54,28.0,스페셜포스,FPS,0.83,"1,160","23,108",113,"12,300",네오위즈
56,29.0,테일즈런너,스포츠,3.47,"1,994","22,407",50,"27,123",스마일게이트
58,30.0,크레이지아케이드,아케이드,66.25,"2,188","21,914",40,"32,998",넥슨
0,1.0,리그 오브 레전드,RTS,92.41,"7,276","8,408,489",99,"5,089,990",라이엇게임즈
2,2.0,서든어택,FPS,36.24,"6,995","1,485,779",79,"1,135,805",넥슨
4,3.0,배틀그라운드,FPS,32.77,"6,827","1,343,743",99,"821,688",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,92.37,"7,082","887,742",55,"968,607",넥슨
8,5.0,오버워치,FPS,21.16,"6,768","867,454",86,"611,535",블리자드
10,6.0,로스트아크,RPG,28.62,"6,025","638,254",125,"317,193",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.12,"6,611","465,504",78,"361,166",블리자드
14,8.0,아이온,RPG,13.86,"3,948","308,953",144,"129,316",엔씨소프트
16,9.0,메이플스토리,RPG,13.41,"5,789","299,030",90,"199,865",넥슨
18,10.0,던전앤파이터,액션,50.27,"4,956","252,248",106,"138,677",넥슨
20,11.0,리니지2,RPG,8.6,"1,123","191,821",422,"27,500",엔씨소프트
22,12.0,월드 오브 워크래프트,RPG,7.39,"3,271","164,724",140,"70,831",블리자드
24,13.0,발로란트,FPS,3.96,"4,180","162,176",76,"129,860",라이엇게임즈
26,14.0,리니지,RPG,6.16,"2,095","137,357",182,"45,693",엔씨소프트
28,15.0,사이퍼즈,액션,17.4,"2,561","87,295",122,"42,877",넥슨
30,16.0,카트라이더,레이싱,98.0,"4,948","85,830",35,"148,300",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.87,"2,334","78,756",91,"52,125",블리자드
34,18.0,스타크래프트2,RTS,0.75,"3,025","67,546",83,"49,440",블리자드
36,19.0,APEX LEGENDS,FPS,1.51,"1,974","61,635",93,"39,848",Origin/스팀
38,20.0,패스 오브 엑자일,RPG,2.41,"1,361","53,718",147,"22,060",카카오/그라인딩 기어 게임즈
40,21.0,디아블로3,RPG,2.4,"1,866","53,516",115,"28,118",블리자드
42,22.0,이터널 리턴,액션,10.41,"2,032","52,209",86,"36,473",카카오/스팀
44,23.0,블레이드 & 소울,RPG,1.93,"1,181","43,028",130,"19,787",엔씨소프트
46,24.0,히어로즈 오브 더 스톰,RTS,0.42,"1,551","37,565",103,"21,888",블리자드
48,25.0,GTA 5,액션,6.92,"1,569","34,688",75,"28,072",스팀
50,26.0,테일즈런너,스포츠,3.45,"2,027","33,133",52,"39,075",스마일게이트
52,27.0,검은사막,RPG,1.46,"1,102","32,565",131,"14,902",(주)펄어비스
54,28.0,한게임 로우바둑이,보드,14.08,"1,661","32,228",26,"77,144",한게임
56,29.0,크레이지아케이드,아케이드,67.21,"2,220","31,992",41,"47,395",넥슨
58,30.0,스페셜포스,FPS,0.78,"1,144","31,725",113,"16,901",네오위즈
0,1.0,리그 오브 레전드,RTS,92.27,"7,279","8,956,758",98.0,"5,521,341",라이엇게임즈
2,2.0,서든어택,FPS,36.52,"7,012","1,528,166",79.0,"1,174,589",넥슨
4,3.0,배틀그라운드,FPS,31.86,"6,832","1,333,319",94.0,"852,355",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,92.03,"7,102","930,936",55.0,"1,023,671",넥슨
8,5.0,오버워치,FPS,21.68,"6,796","907,005",85.0,"642,572",블리자드
10,6.0,로스트아크,RPG,27.65,"6,061","650,987",133.0,"294,545",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.29,"6,681","512,969",78.0,"398,830",블리자드
14,8.0,메이플스토리,RPG,18.7,"6,084","440,191",94.0,"276,583",넥슨
16,9.0,아이온,RPG,12.62,"3,871","297,111",146.0,"122,259",엔씨소프트
18,10.0,던전앤파이터,액션,47.92,"4,833","244,361",109.0,"129,030",넥슨
20,11.0,리니지2,RPG,7.88,"1,121","185,484",410.0,"27,608",엔씨소프트
22,12.0,발로란트,FPS,3.96,"4,204","165,584",76.0,"131,916",라이엇게임즈
24,13.0,월드 오브 워크래프트,RPG,6.95,"3,218","163,538",144.0,"68,412",블리자드
26,14.0,리니지,RPG,5.96,"2,182","140,121",176.0,"47,952",엔씨소프트
28,15.0,카트라이더,레이싱,98.0,"5,042","94,922",36.0,"163,260",넥슨
30,16.0,사이퍼즈,액션,17.98,"2,686","91,701",121.0,"45,497",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.88,"2,453","84,813",90.0,"57,000",블리자드
34,18.0,스타크래프트2,RTS,0.75,"3,173","72,680",82.0,"53,763",블리자드
36,19.0,APEX LEGENDS,FPS,1.57,"2,036","65,411",94.0,"42,065",Origin/스팀
38,20.0,이터널 리턴,액션,12.15,"2,256","61,957",89.0,"42,221",카카오/스팀
40,21.0,디아블로3,RPG,2.22,"1,837","52,277",114.0,"27,556",블리자드
42,22.0,패스 오브 엑자일,RPG,1.96,"1,228","45,995",145.0,"19,068",카카오/그라인딩 기어 게임즈
44,23.0,테일즈런너,스포츠,3.98,"2,291","40,172",52.0,"46,954",스마일게이트
46,24.0,히어로즈 오브 더 스톰,RTS,0.42,"1,624","39,850",102.0,"23,457",블리자드
48,25.0,GTA 5,액션,7.12,"1,658","36,310",74.0,"29,816",스팀
50,26.0,크레이지아케이드,아케이드,67.7,"2,402","35,301",40.0,"53,805",넥슨
52,27.0,블레이드 & 소울,RPG,1.46,"1,098","34,346",97.0,"21,394",엔씨소프트
54,28.0,검은사막,RPG,1.41,"1,193","33,180",119.0,"16,876",(주)펄어비스
56,29.0,스페셜포스,FPS,0.78,"1,149","32,320",113.0,"17,250",네오위즈
58,30.0,한게임 로우바둑이,보드,13.84,"1,685","31,863",26.0,"75,994",한게임
0,1.0,리그 오브 레전드,RTS,92.13,"7,281","9,161,565",99.0,"5,565,348",라이엇게임즈
2,2.0,서든어택,FPS,34.8,"7,002","1,420,302",76.0,"1,124,070",넥슨
4,3.0,배틀그라운드,FPS,32.2,"6,838","1,314,413",96.0,"827,970",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,92.14,"7,109","961,035",52.0,"1,132,534",넥슨
8,5.0,오버워치,FPS,22.62,"6,816","923,407",85.0,"654,826",블리자드
10,6.0,로스트아크,RPG,27.92,"6,169","676,865",129.0,"315,300",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.43,"6,739","539,544",77.0,"422,739",블리자드
14,8.0,메이플스토리,RPG,21.71,"6,460","526,197",94.0,"336,679",넥슨
16,9.0,아이온,RPG,10.94,"3,715","265,066",148.0,"108,318",엔씨소프트
18,10.0,던전앤파이터,액션,47.05,"4,930","248,693",107.0,"133,839",넥슨
20,11.0,리니지2,RPG,7.43,"1,119","180,119",419.0,"26,123",엔씨소프트
22,12.0,발로란트,FPS,4.19,"4,267","170,959",78.0,"132,556",라이엇게임즈
24,13.0,월드 오브 워크래프트,RPG,6.69,"3,233","162,208",144.0,"67,947",블리자드
26,14.0,리니지,RPG,5.53,"2,096","133,875",178.0,"45,322",엔씨소프트
28,15.0,사이퍼즈,액션,18.9,"2,801","99,914",122.0,"48,927",넥슨
30,16.0,카트라이더,레이싱,98.31,"5,236","98,378",35.0,"170,498",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.86,"2,487","85,227",89.0,"57,389",블리자드
34,18.0,스타크래프트2,RTS,0.77,"3,241","76,063",81.0,"56,686",블리자드
36,19.0,APEX LEGENDS,FPS,1.68,"2,100","68,446",94.0,"43,749",Origin/스팀
38,20.0,이터널 리턴,액션,11.96,"2,255","63,187",86.0,"44,260",카카오/스팀
40,21.0,디아블로3,RPG,2.15,"1,887","52,008",112.0,"28,136",블리자드
42,22.0,테일즈런너,스포츠,4.02,"2,392","41,919",51.0,"50,207",스마일게이트
44,23.0,히어로즈 오브 더 스톰,RTS,0.42,"1,651","41,062",100.0,"24,733",블리자드
46,24.0,GTA 5,액션,7.38,"1,706","39,008",76.0,"31,275",스팀
48,25.0,검은사막,RPG,1.61,"1,436","38,940",116.0,"20,182",(주)펄어비스
50,26.0,패스 오브 엑자일,RPG,1.53,"1,053","37,008",145.0,"15,404",카카오/그라인딩 기어 게임즈
52,27.0,크레이지아케이드,아케이드,68.58,"2,453","36,084",39.0,"55,830",넥슨
54,28.0,스페셜포스,FPS,0.81,"1,177","33,016",111.0,"17,938",네오위즈
56,29.0,블레이드 & 소울,RPG,1.29,"1,035","31,199",87.0,"21,480",엔씨소프트
58,30.0,파이널판타지14,RPG,1.27,973,"30,735",147.0,"12,547",액토즈소프트
0,1.0,리그 오브 레전드,RTS,92.12,"7,274","5,209,798",100.0,"3,145,228",라이엇게임즈
2,2.0,배틀그라운드,FPS,32.95,"6,803","733,098",97.0,"455,421",카카오/스팀
4,3.0,서든어택,FPS,32.0,"6,963","711,930",75.0,"573,237",넥슨
6,4.0,FIFA 온라인 4,스포츠,92.73,"7,106","598,277",56.0,"643,996",넥슨
8,5.0,오버워치,FPS,24.04,"6,809","534,794",85.0,"377,690",블리자드
10,6.0,로스트아크,RPG,27.6,"6,139","370,065",129.0,"171,853",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.47,"6,734","309,187",78.0,"239,467",블리자드
14,8.0,메이플스토리,RPG,20.42,"6,407","273,696",87.0,"188,842",넥슨
16,9.0,아이온,RPG,10.72,"3,671","143,651",146.0,"59,201",엔씨소프트
18,10.0,던전앤파이터,액션,45.34,"4,848","135,799",106.0,"73,625",넥슨
20,11.0,발로란트,FPS,4.83,"4,365","107,301",78.0,"83,036",라이엇게임즈
22,12.0,리니지2,RPG,7.17,"1,063","96,100",412.0,"14,174",엔씨소프트
24,13.0,월드 오브 워크래프트,RPG,6.55,"3,114","87,785",143.0,"36,748",블리자드
26,14.0,리니지,RPG,5.26,"1,979","70,474",176.0,"24,087",엔씨소프트
28,15.0,카트라이더,레이싱,98.47,"5,321","58,858",35.0,"101,238",넥슨
30,16.0,사이퍼즈,액션,18.12,"2,752","54,267",123.0,"26,329",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.83,"2,405","46,646",91.0,"30,699",블리자드
34,18.0,스타크래프트2,RTS,0.74,"3,150","41,764",81.0,"31,244",블리자드
36,19.0,APEX LEGENDS,FPS,1.66,"2,023","36,720",88.0,"25,240",Origin/스팀
38,20.0,이터널 리턴,액션,11.62,"2,205","34,806",85.0,"24,651",카카오/스팀
40,21.0,디아블로3,RPG,2.0,"1,750","26,734",111.0,"14,503",블리자드
42,22.0,검은사막,RPG,1.98,"1,498","26,437",122.0,"13,057",(주)펄어비스
44,23.0,테일즈런너,스포츠,3.92,"2,479","25,229",52.0,"29,683",스마일게이트
46,24.0,GTA 5,액션,8.15,"1,803","24,400",76.0,"19,430",스팀
48,25.0,히어로즈 오브 더 스톰,RTS,0.4,"1,588","22,435",103.0,"13,137",블리자드
50,26.0,크레이지아케이드,아케이드,67.69,"2,480","21,166",40.0,"31,971",넥슨
52,27.0,오딘: 발할라 라이징,RPG,1.51,"1,813","20,158",122.0,"9,774",카카오게임즈
54,28.0,스페셜포스,FPS,0.83,"1,154","18,251",107.0,"10,219",네오위즈
56,29.0,DOTA 2,RTS,0.32,573,"17,888",131.0,"8,099",스팀
58,30.0,패스 오브 엑자일,RPG,1.33,935,"17,795",147.0,"7,300",카카오/그라인딩 기어 게임즈
0,1.0,리그 오브 레전드,RTS,92.37,"7,279","4,442,881",97.0,"2,757,794",라이엇게임즈
2,2.0,서든어택,FPS,33.48,"7,021","657,306",78.0,"510,633",넥슨
4,3.0,배틀그라운드,FPS,30.32,"6,873","595,281",90.0,"399,824",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,93.17,"7,156","581,882",53.0,"668,914",넥슨
8,5.0,오버워치,FPS,24.84,"6,919","487,557",80.0,"367,604",블리자드
10,6.0,로스트아크,RPG,27.58,"6,280","313,207",129.0,"146,206",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.33,"6,824","255,942",72.0,"213,804",블리자드
14,8.0,메이플스토리,RPG,19.28,"6,538","218,960",87.0,"151,719",넥슨
16,9.0,던전앤파이터,액션,44.51,"4,935","114,593",110.0,"60,086",넥슨
18,10.0,아이온,RPG,10.09,"3,776","114,583",147.0,"47,015",엔씨소프트
20,11.0,발로란트,FPS,5.18,"4,857","101,603",71.0,"86,201",라이엇게임즈
22,12.0,월드 오브 워크래프트,RPG,7.01,"3,362","79,574",145.0,"32,953",블리자드
24,13.0,리니지2,RPG,6.58,"1,067","74,727",445.0,"10,119",엔씨소프트
26,14.0,카트라이더,레이싱,97.98,"5,685","53,110",33.0,"99,421",넥슨
28,15.0,오딘: 발할라 라이징,RPG,4.66,"2,381","52,895",140.0,"22,632",카카오게임즈
30,16.0,리니지,RPG,4.37,"1,887","49,554",180.0,"16,563",엔씨소프트
32,17.0,사이퍼즈,액션,16.42,"2,838","42,266",119.0,"21,273",넥슨
34,18.0,워크래프트3 리포지드,RTS,0.78,"2,573","37,052",87.0,"25,600",블리자드
36,19.0,스타크래프트2,RTS,0.75,"3,426","35,607",78.0,"27,640",블리자드
38,20.0,이터널 리턴,액션,12.13,"2,534","31,227",83.0,"22,857",카카오/스팀
40,21.0,APEX LEGENDS,FPS,1.59,"2,230","31,048",67.0,"28,143",Origin/스팀
42,22.0,블레이드 & 소울,RPG,2.16,"1,560","24,520",82.0,"18,092",엔씨소프트
44,23.0,GTA 5,액션,9.01,"2,177","23,188",72.0,"19,288",스팀
46,24.0,검은사막,RPG,1.99,"1,638","22,554",131.0,"10,363",(주)펄어비스
48,25.0,테일즈런너,스포츠,3.52,"2,760","21,964",49.0,"26,947",스마일게이트
50,26.0,히어로즈 오브 더 스톰,RTS,0.4,"1,732","18,865",101.0,"11,218",블리자드
52,27.0,디아블로3,RPG,1.66,"1,792","18,750",103.0,"10,979",블리자드
54,28.0,한게임 로우바둑이,보드,16.7,"1,972","18,351",24.0,"46,895",한게임
56,29.0,크레이지아케이드,아케이드,70.5,"2,655","17,790",40.0,"27,316",넥슨
58,30.0,레인보우식스 시즈,FPS,0.86,"1,892","16,736",68.0,"14,925",네오위즈/스팀
0,1.0,리그 오브 레전드,RTS,91.93,"7,240","9,194,609",98,"5,666,275",라이엇게임즈
2,2.0,서든어택,FPS,34.94,"6,985","1,515,869",81,"1,133,292",넥슨
4,3.0,배틀그라운드,FPS,31.6,"6,804","1,370,772",92,"889,109",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,92.34,"7,108","1,174,528",54,"1,318,305",넥슨
8,5.0,오버워치,FPS,23.02,"6,824","998,693",82,"732,468",블리자드
10,6.0,로스트아크,RPG,32.21,"6,382","869,770",123,"424,486",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.66,"6,740","565,472",77,"441,336",블리자드
14,8.0,메이플스토리,RPG,16.47,"6,333","444,740",89,"300,668",넥슨
16,9.0,던전앤파이터,액션,54.22,"5,207","324,695",110,"171,863",넥슨
18,10.0,아이온,RPG,9.63,"3,626","259,975",151,"103,875",엔씨소프트
20,11.0,발로란트,FPS,4.48,"4,496","193,982",73,"160,464",라이엇게임즈
22,12.0,월드 오브 워크래프트,RPG,6.92,"3,301","186,830",154,"72,893",블리자드
24,13.0,리니지2,RPG,6.13,"1,041","165,559",422,"23,890",엔씨소프트
26,14.0,오딘: 발할라 라이징,RPG,5.55,"2,538","149,681",147,"61,632",카카오게임즈
28,15.0,카트라이더,레이싱,98.15,"5,427","108,215",33,"198,363",넥슨
30,16.0,리니지,RPG,3.95,"1,827","106,575",182,"35,245",엔씨소프트
32,17.0,사이퍼즈,액션,14.86,"2,652","88,935",120,"44,410",넥슨
34,18.0,워크래프트3 리포지드,RTS,0.85,"2,456","84,825",90,"56,680",블리자드
36,19.0,스타크래프트2,RTS,0.74,"3,202","73,325",79,"56,155",블리자드
38,20.0,블레이드 & 소울,RPG,2.57,"1,663","69,406",100,"42,085",엔씨소프트
40,21.0,APEX LEGENDS,FPS,1.36,"1,964","58,654",63,"56,700",Origin/스팀
42,22.0,테일즈런너,스포츠,4.19,"2,674","53,210",54,"59,170",스마일게이트
44,23.0,GTA 5,액션,8.21,"1,985","49,163",74,"40,098",스팀
46,24.0,검은사막,RPG,1.75,"1,432","47,062",135,"21,003",(주)펄어비스
48,25.0,디아블로3,RPG,1.5,"1,654","40,434",105,"23,134",블리자드
50,26.0,이터널 리턴,액션,6.52,"1,687","39,035",69,"28,261",카카오/스팀
52,27.0,크레이지아케이드,아케이드,68.03,"2,574","38,442",40,"57,810",넥슨
54,28.0,히어로즈 오브 더 스톰,RTS,0.38,"1,541","37,215",101,"22,069",블리자드
56,29.0,한게임 로우바둑이,보드,14.6,"1,747","35,075",26,"83,776",한게임
58,30.0,DOTA 2,RTS,0.34,602,"33,031",130,"15,225",스팀
0,1.0,리그 오브 레전드,RTS,91.79,"7,140","7,735,838",100.0,"4,668,649",라이엇게임즈
2,2.0,서든어택,FPS,34.62,"6,827","1,315,286",82.0,"966,732",넥슨
4,3.0,배틀그라운드,FPS,32.8,"6,685","1,246,003",96.0,"778,081",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,93.16,"7,007","1,100,379",54.0,"1,232,776",넥슨
8,5.0,로스트아크,RPG,35.36,"6,372","896,393",139.0,"385,606",스마일게이트
10,6.0,오버워치,FPS,22.22,"6,665","843,877",82.0,"622,437",블리자드
12,7.0,스타크래프트 리마스터,RTS,5.73,"6,563","482,677",79.0,"368,712",블리자드
14,8.0,메이플스토리,RPG,16.47,"6,138","417,533",93.0,"270,123",넥슨
16,9.0,던전앤파이터,액션,62.24,"5,758","381,480",113.0,"197,624",넥슨
18,10.0,아이온,RPG,8.66,"3,303","219,467",154.0,"86,155",엔씨소프트
20,11.0,발로란트,FPS,4.58,"4,206","173,983",76.0,"138,850",라이엇게임즈
22,12.0,월드 오브 워크래프트,RPG,6.74,"3,162","170,798",159.0,"64,378",블리자드
24,13.0,오딘: 발할라 라이징,RPG,6.0,"2,432","152,057",191.0,"48,055",카카오게임즈
26,14.0,리니지2,RPG,5.96,978,"151,118",423.0,"21,628",엔씨소프트
28,15.0,리니지,RPG,3.81,"1,643","96,587",188.0,"30,860",엔씨소프트
30,16.0,카트라이더,레이싱,98.31,"5,131","94,037",33.0,"171,657",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.94,"2,294","79,195",95.0,"50,425",블리자드
34,18.0,사이퍼즈,액션,11.93,"2,420","73,113",112.0,"39,181",넥슨
36,19.0,스타크래프트2,RTS,0.76,"2,899","63,478",82.0,"46,812",블리자드
38,20.0,블레이드 & 소울,RPG,2.3,"1,495","58,243",102.0,"34,075",엔씨소프트
40,21.0,APEX LEGENDS,FPS,1.33,"1,697","50,240",70.0,"42,906",Origin/스팀
42,22.0,테일즈런너,스포츠,3.67,"2,350","43,261",53.0,"49,186",스마일게이트
44,23.0,GTA 5,액션,6.57,"1,767","40,259",73.0,"33,232",스팀
46,24.0,이터널 리턴,액션,6.49,"1,924","39,722",81.0,"29,419",카카오/스팀
48,25.0,검은사막,RPG,1.5,"1,188","38,000",140.0,"16,320",(주)펄어비스
50,26.0,크레이지아케이드,아케이드,69.89,"2,246","32,656",41.0,"48,640",넥슨
52,27.0,디아블로3,RPG,1.27,"1,379","32,055",108.0,"17,846",블리자드
54,28.0,스페셜포스,FPS,0.82,"1,088","31,050",116.0,"16,092",네오위즈
56,29.0,히어로즈 오브 더 스톰,RTS,0.36,"1,310","30,190",103.0,"17,630",블리자드
58,30.0,엘소드,RPG,1.16,"1,269","29,192",93.0,"18,377",넥슨
0,1.0,리그 오브 레전드,RTS,91.6,"7,151","7,664,313",101.0,"4,575,210",라이엇게임즈
2,2.0,서든어택,FPS,34.19,"6,830","1,283,227",81.0,"951,474",넥슨
4,3.0,배틀그라운드,FPS,32.16,"6,693","1,206,929",98.0,"742,316",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,93.37,"7,013","1,139,716",53.0,"1,293,393",넥슨
8,5.0,오버워치,FPS,23.16,"6,686","869,041",85.0,"613,296",블리자드
10,6.0,로스트아크,RPG,34.27,"6,315","839,304",143.0,"351,675",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,5.93,"6,613","495,849",80.0,"373,980",블리자드
14,8.0,메이플스토리,RPG,16.7,"6,163","409,015",94.0,"260,012",넥슨
16,9.0,던전앤파이터,액션,58.78,"5,539","343,745",114.0,"175,535",넥슨
18,10.0,아이온,RPG,8.31,"3,229","203,333",151.0,"80,812",엔씨소프트
20,11.0,발로란트,FPS,4.84,"4,269","181,492",79.0,"138,599",라이엇게임즈
22,12.0,월드 오브 워크래프트,RPG,6.78,"3,094","166,008",163.0,"60,978",블리자드
24,13.0,오딘: 발할라 라이징,RPG,6.45,"2,486","157,796",200.0,"47,561",카카오게임즈
26,14.0,리니지2,RPG,6.42,991,"157,222",437.0,"21,850",엔씨소프트
28,15.0,카트라이더,레이싱,98.13,"5,129","95,285",34.0,"169,789",넥슨
30,16.0,리니지,RPG,3.79,"1,695","92,634",177.0,"31,600",엔씨소프트
32,17.0,워크래프트3 리포지드,RTS,0.92,"2,215","76,265",96.0,"47,747",블리자드
34,18.0,사이퍼즈,액션,11.01,"2,328","64,358",106.0,"36,269",넥슨
36,19.0,스타크래프트2,RTS,0.76,"2,941","62,876",81.0,"46,717",블리자드
38,20.0,이터널 리턴,액션,10.05,"2,228","58,721",84.0,"42,228",카카오/스팀
40,21.0,블레이드 & 소울,RPG,2.36,"1,530","57,767",102.0,"33,942",엔씨소프트
42,22.0,디아블로3,RPG,2.07,"1,621","50,616",109.0,"25,428",블리자드
44,23.0,APEX LEGENDS,FPS,1.34,"1,717","50,236",72.0,"41,866",Origin/스팀
46,24.0,GTA 5,액션,7.39,"1,827","43,201",76.0,"34,253",스팀
48,25.0,테일즈런너,스포츠,3.48,"2,367","42,423",54.0,"47,995",스마일게이트
50,26.0,검은사막,RPG,1.37,"1,095","33,335",136.0,"14,679",(주)펄어비스
52,27.0,크레이지아케이드,아케이드,69.98,"2,236","32,060",41.0,"47,151",넥슨
54,28.0,스페셜포스,FPS,0.84,"1,100","31,516",113.0,"16,781",네오위즈
56,29.0,히어로즈 오브 더 스톰,RTS,0.38,"1,301","31,198",107.0,"17,451",블리자드
58,30.0,한게임 로우바둑이,보드,13.48,"1,488","27,844",26.0,"66,934",한게임
