,Unnamed: 0,rank,change,name,service,genre
1460,10,11,(+2),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1461,11,12,(-3),에오스 레드,BluePotion Games,롤플레잉
1462,12,13,(+1),트라하,NEXON Company,롤플레잉
1463,13,14,(-3),세븐나이츠 for kakao,Netmarble,롤플레잉
1464,14,15,(+1),아이들 히어로즈,DHGAMES,롤플레잉
1465,15,16,(-4),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1466,16,17,(NEW),DX : 신 세기의 전쟁,Efun Company,롤플레잉
1467,17,18,(-3),메이플스토리M,NEXON Company,롤플레잉
1468,18,19,(-2),좀비고등학교,AWESOMEPIECE,아케이드
1469,19,20,(-2),뮤오리진2,Webzen Inc.,롤플레잉
1470,20,21,(+2),랑그릿사,ZlongGames,전략
1471,21,22,(-1),포켓몬고,"Niantic, Inc.",어드벤처
1472,22,23,(-3),리니지2 레볼루션,Netmarble,롤플레잉
1473,23,24,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
1474,24,25,(-5),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1475,25,26,(-1),클래시 로얄,Supercell,전략
1476,26,27,(+7),포트리스M,Aprogen Healthcare & Games Inc.,액션
1477,27,28,(-4),기적의 검,4399 KOREA,롤플레잉
1478,28,29,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
1479,29,30,(-4),로한M,PLAYWITH Inc.,롤플레잉
1480,30,31,(-3),제5인격,X.D. Global,어드벤처
1481,31,32,(-2),에픽세븐,Smilegate Megaport,롤플레잉
1482,32,33,(NEW),데이트 어 라이브: 다시 만난 정령,"MOONWALK HK Co.,Ltd.",롤플레잉
1483,33,34,(-5),라플라스M,Zilong Game Limited,롤플레잉
1484,34,35,(-4),마블 퓨처파이트,Netmarble,롤플레잉
1485,35,36,(NEW),클래시 오브 클랜,Supercell,전략
1486,36,37,(-4),붕괴3rd,miHoYo Limited,액션
1487,37,38,(-2),라스트오리진,smart joy,롤플레잉
1488,38,39,(-4),페이트 그랜드 오더,Netmarble,롤플레잉
1489,39,40,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1490,0,1,(-),V4,NEXON Company,롤플레잉
1491,1,2,(+1),리니지M,NCSOFT Corporation,롤플레잉
1492,2,3,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
1493,3,4,(-),브롤스타즈,Supercell,액션
1494,4,5,(-),완미세계,Perfect World Games,롤플레잉
1495,5,6,(-),세인트 세이야 : 각성,YOUZU(SINGAPORE)PTE.LTD.,카드
1496,6,7,(+1),ROBLOX,Roblox Corporation,어드벤처
1497,7,8,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
1498,8,9,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1499,9,10,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1500,10,11,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1501,11,12,(+3),아이들 히어로즈,DHGAMES,롤플레잉
1502,12,13,(+3),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1503,13,14,(-2),에오스 레드,BluePotion Games,롤플레잉
1504,14,15,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
1505,15,16,(+1),DX : 신 세기의 전쟁,Efun Company,롤플레잉
1506,16,17,(+1),메이플스토리M,NEXON Company,롤플레잉
1507,17,18,(+2),뮤오리진2,Webzen Inc.,롤플레잉
1508,18,19,(-),좀비고등학교,AWESOMEPIECE,아케이드
1509,19,20,(+1),랑그릿사,ZlongGames,전략
1510,20,21,(+1),포켓몬고,"Niantic, Inc.",어드벤처
1511,21,22,(+1),리니지2 레볼루션,Netmarble,롤플레잉
1512,22,23,(+3),클래시 로얄,Supercell,전략
1513,23,24,(+1),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1514,24,25,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
1515,25,26,(+1),포트리스M,Aprogen Healthcare & Games Inc.,액션
1516,26,27,(+2),블레이드&소울 레볼루션,Netmarble,롤플레잉
1517,27,28,(-),기적의 검,4399 KOREA,롤플레잉
1518,28,29,(+2),제5인격,X.D. Global,어드벤처
1519,29,30,(+8),라스트오리진,smart joy,롤플레잉
1520,30,31,(+2),데이트 어 라이브: 다시 만난 정령,"MOONWALK HK Co.,Ltd.",롤플레잉
1521,31,32,(-),에픽세븐,Smilegate Megaport,롤플레잉
1522,32,33,(-3),로한M,PLAYWITH Inc.,롤플레잉
1523,33,34,(+1),마블 퓨처파이트,Netmarble,롤플레잉
1524,34,35,(+1),클래시 오브 클랜,Supercell,전략
1525,35,36,(+3),페이트 그랜드 오더,Netmarble,롤플레잉
1526,36,37,(-3),라플라스M,Zilong Game Limited,롤플레잉
1527,37,38,(-1),붕괴3rd,miHoYo Limited,액션
1528,38,39,(-26),트라하,NEXON Company,롤플레잉
1529,39,40,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1530,0,1,(-),V4,NEXON Company,롤플레잉
1531,1,2,(NEW),엑소스 히어로즈,LINE Games,롤플레잉
1532,2,3,(-1),리니지M,NCSOFT Corporation,롤플레잉
1533,3,4,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
1534,4,5,(-1),브롤스타즈,Supercell,액션
1535,5,6,(-),세인트 세이야 : 각성,YOUZU(SINGAPORE)PTE.LTD.,카드
1536,6,7,(-),ROBLOX,Roblox Corporation,어드벤처
1537,7,8,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
1538,8,9,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
1539,9,10,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1540,10,11,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1541,11,12,(-),아이들 히어로즈,DHGAMES,롤플레잉
1542,12,13,(+2),세븐나이츠 for kakao,Netmarble,롤플레잉
1543,13,14,(+3),메이플스토리M,NEXON Company,롤플레잉
1544,14,15,(+3),뮤오리진2,Webzen Inc.,롤플레잉
1545,15,16,(-),DX : 신 세기의 전쟁,Efun Company,롤플레잉
1546,16,17,(-3),에오스 레드,BluePotion Games,롤플레잉
1547,17,18,(+4),리니지2 레볼루션,Netmarble,롤플레잉
1548,18,19,(+2),포켓몬고,"Niantic, Inc.",어드벤처
1549,19,20,(-1),좀비고등학교,AWESOMEPIECE,아케이드
1550,20,21,(-16),완미세계,Perfect World Games,롤플레잉
1551,21,22,(+1),클래시 로얄,Supercell,전략
1552,22,23,(+7),라스트오리진,smart joy,롤플레잉
1553,23,24,(+3),블레이드&소울 레볼루션,Netmarble,롤플레잉
1554,24,25,(-5),랑그릿사,ZlongGames,전략
1555,25,26,(-),포트리스M,Aprogen Healthcare & Games Inc.,액션
1556,26,27,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
1557,27,28,(+3),데이트 어 라이브: 다시 만난 정령,"MOONWALK HK Co.,Ltd.",롤플레잉
1558,28,29,(-1),기적의 검,4399 KOREA,롤플레잉
1559,29,30,(-6),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1560,30,31,(-2),제5인격,X.D. Global,어드벤처
1561,31,32,(-),에픽세븐,Smilegate Megaport,롤플레잉
1562,32,33,(-),로한M,PLAYWITH Inc.,롤플레잉
1563,33,34,(-21),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1564,34,35,(-),클래시 오브 클랜,Supercell,전략
1565,35,36,(NEW),염왕이 뿔났다,X.D. Global,롤플레잉
1566,36,37,(-1),페이트 그랜드 오더,Netmarble,롤플레잉
1567,37,38,(-),붕괴3rd,miHoYo Limited,액션
1568,38,39,(-5),마블 퓨처파이트,Netmarble,롤플레잉
1569,39,40,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1570,0,1,(NEW),리니지2M,NCSOFT Corporation,롤플레잉
1571,1,2,(-1),V4,NEXON Company,롤플레잉
1572,2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
1573,3,4,(-2),엑소스 히어로즈,LINE Games,롤플레잉
1574,4,5,(-),브롤스타즈,Supercell,액션
1575,5,6,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
1576,6,7,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
1577,7,8,(-1),ROBLOX,Roblox Corporation,어드벤처
1578,8,9,(-),라이즈 오브 킹덤즈,Lilith Games,전략
1579,9,10,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1580,10,11,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1581,11,12,(+6),리니지2 레볼루션,Netmarble,롤플레잉
1582,12,13,(+1),메이플스토리M,NEXON Company,롤플레잉
1583,13,14,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
1584,14,15,(+9),블레이드&소울 레볼루션,Netmarble,롤플레잉
1585,15,16,(+3),포켓몬고,"Niantic, Inc.",어드벤처
1586,16,17,(+8),랑그릿사,ZlongGames,전략
1587,17,18,(-2),DX : 신 세기의 전쟁,Efun Company,롤플레잉
1588,18,19,(+1),좀비고등학교,AWESOMEPIECE,아케이드
1589,19,20,(+2),클래시 로얄,Supercell,전략
1590,20,21,(-4),에오스 레드,BluePotion Games,롤플레잉
1591,21,22,(+1),라스트오리진,smart joy,롤플레잉
1592,22,23,(+4),배틀그라운드 모바일,PUBG CORPORATION,액션
1593,23,24,(+5),기적의 검,4399 KOREA,롤플레잉
1594,24,25,(+6),제5인격,X.D. Global,어드벤처
1595,25,26,(+4),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1596,26,27,(+5),에픽세븐,Smilegate Megaport,롤플레잉
1597,27,28,(+8),염왕이 뿔났다,X.D. Global,롤플레잉
1598,28,29,(-1),데이트 어 라이브: 다시 만난 정령,"MOONWALK HK Co.,Ltd.",롤플레잉
1599,29,30,(+9),마블 퓨처파이트,Netmarble,롤플레잉
1600,30,31,(+4),클래시 오브 클랜,Supercell,전략
1601,31,32,(+5),페이트 그랜드 오더,Netmarble,롤플레잉
1602,32,33,(-),로한M,PLAYWITH Inc.,롤플레잉
1603,33,34,(-8),포트리스M,Aprogen Healthcare & Games Inc.,액션
1604,34,35,(-1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1605,35,36,(+4),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1606,36,37,(+1),붕괴3rd,miHoYo Limited,액션
1607,37,38,(NEW),라플라스M,Zilong Game Limited,롤플레잉
1608,38,39,(NEW),킹스레이드,Vespa Inc.,롤플레잉
1609,39,40,(-19),완미세계,Perfect World Games,롤플레잉
1610,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1611,1,2,(-),V4,NEXON Company,롤플레잉
1612,2,3,(+1),엑소스 히어로즈,LINE Games,롤플레잉
1613,3,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
1614,4,5,(-),브롤스타즈,Supercell,액션
1615,5,6,(-),달빛조각사,Kakao Games Corp.,롤플레잉
1616,6,7,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1617,7,8,(-),ROBLOX,Roblox Corporation,어드벤처
1618,8,9,(-),라이즈 오브 킹덤즈,Lilith Games,전략
1619,9,10,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1620,10,11,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1621,11,12,(-),리니지2 레볼루션,Netmarble,롤플레잉
1622,12,13,(+2),블레이드&소울 레볼루션,Netmarble,롤플레잉
1623,13,14,(-1),메이플스토리M,NEXON Company,롤플레잉
1624,14,15,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
1625,15,16,(-),포켓몬고,"Niantic, Inc.",어드벤처
1626,16,17,(+3),클래시 로얄,Supercell,전략
1627,17,18,(-1),랑그릿사,ZlongGames,전략
1628,18,19,(+3),라스트오리진,smart joy,롤플레잉
1629,19,20,(-1),좀비고등학교,AWESOMEPIECE,아케이드
1630,20,21,(-),에오스 레드,BluePotion Games,롤플레잉
1631,21,22,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
1632,22,23,(+1),기적의 검,4399 KOREA,롤플레잉
1633,23,24,(+1),제5인격,X.D. Global,어드벤처
1634,24,25,(+3),염왕이 뿔났다,X.D. Global,롤플레잉
1635,25,26,(-),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1636,26,27,(+4),클래시 오브 클랜,Supercell,전략
1637,27,28,(+2),마블 퓨처파이트,Netmarble,롤플레잉
1638,28,29,(-2),에픽세븐,Smilegate Megaport,롤플레잉
1639,29,30,(+2),페이트 그랜드 오더,Netmarble,롤플레잉
1640,30,31,(-13),DX : 신 세기의 전쟁,Efun Company,롤플레잉
1641,31,32,(NEW),모두의마블 for kakao,Netmarble,보드
1642,32,33,(-),로한M,PLAYWITH Inc.,롤플레잉
1643,33,34,(+2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1644,34,35,(-),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1645,35,36,(-7),데이트 어 라이브: 다시 만난 정령,"MOONWALK HK Co.,Ltd.",롤플레잉
1646,36,37,(NEW),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
1647,37,38,(-1),붕괴3rd,miHoYo Limited,액션
1648,38,39,(-),킹스레이드,Vespa Inc.,롤플레잉
1649,39,40,(-2),라플라스M,Zilong Game Limited,롤플레잉
1650,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1651,1,2,(+1),엑소스 히어로즈,LINE Games,롤플레잉
1652,2,3,(-1),V4,NEXON Company,롤플레잉
1653,3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
1654,4,5,(-),브롤스타즈,Supercell,액션
1655,5,6,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
1656,6,7,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
1657,7,8,(-),ROBLOX,Roblox Corporation,어드벤처
1658,8,9,(-),라이즈 오브 킹덤즈,Lilith Games,전략
1659,9,10,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1660,10,11,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1661,11,12,(-),리니지2 레볼루션,Netmarble,롤플레잉
1662,12,13,(NEW),게임빌프로야구 슈퍼스타즈,GAMEVIL,스포츠
1663,13,14,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
1664,14,15,(-1),메이플스토리M,NEXON Company,롤플레잉
1665,15,16,(-),포켓몬고,"Niantic, Inc.",어드벤처
1666,16,17,(-),클래시 로얄,Supercell,전략
1667,17,18,(+2),좀비고등학교,AWESOMEPIECE,아케이드
1668,18,19,(-4),세븐나이츠 for kakao,Netmarble,롤플레잉
1669,19,20,(-1),라스트오리진,smart joy,롤플레잉
1670,20,21,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
1671,21,22,(+1),기적의 검,4399 KOREA,롤플레잉
1672,22,23,(+1),제5인격,X.D. Global,어드벤처
1673,23,24,(-3),에오스 레드,BluePotion Games,롤플레잉
1674,24,25,(-),염왕이 뿔났다,X.D. Global,롤플레잉
1675,25,26,(+1),클래시 오브 클랜,Supercell,전략
1676,26,27,(-9),랑그릿사,ZlongGames,전략
1677,27,28,(-2),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1678,28,29,(+1),페이트 그랜드 오더,Netmarble,롤플레잉
1679,29,30,(-2),마블 퓨처파이트,Netmarble,롤플레잉
1680,30,31,(+1),모두의마블 for kakao,Netmarble,보드
1681,31,32,(-3),에픽세븐,Smilegate Megaport,롤플레잉
1682,32,33,(+1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1683,33,34,(+3),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
1684,34,35,(-2),로한M,PLAYWITH Inc.,롤플레잉
1685,35,36,(-1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1686,36,37,(+2),킹스레이드,Vespa Inc.,롤플레잉
1687,37,38,(-),붕괴3rd,miHoYo Limited,액션
1688,38,39,(+1),라플라스M,Zilong Game Limited,롤플레잉
1689,39,40,(NEW),소녀전선,X.D. Global,롤플레잉
1690,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1691,1,2,(+1),V4,NEXON Company,롤플레잉
1692,2,3,(+2),브롤스타즈,Supercell,액션
1693,3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
1694,4,5,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
1695,5,6,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
1696,6,7,(-5),엑소스 히어로즈,LINE Games,롤플레잉
1697,7,8,(-),ROBLOX,Roblox Corporation,어드벤처
1698,8,9,(-),라이즈 오브 킹덤즈,Lilith Games,전략
1699,9,10,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1700,10,11,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1701,11,12,(-),리니지2 레볼루션,Netmarble,롤플레잉
1702,12,13,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
1703,13,14,(-1),게임빌프로야구 슈퍼스타즈,GAMEVIL,스포츠
1704,14,15,(-),메이플스토리M,NEXON Company,롤플레잉
1705,15,16,(-),포켓몬고,"Niantic, Inc.",어드벤처
1706,16,17,(-),클래시 로얄,Supercell,전략
1707,17,18,(-),좀비고등학교,AWESOMEPIECE,아케이드
1708,18,19,(+8),랑그릿사,ZlongGames,전략
1709,19,20,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
1710,20,21,(-1),라스트오리진,smart joy,롤플레잉
1711,21,22,(-),기적의 검,4399 KOREA,롤플레잉
1712,22,23,(-4),세븐나이츠 for kakao,Netmarble,롤플레잉
1713,23,24,(-1),제5인격,X.D. Global,어드벤처
1714,24,25,(-1),에오스 레드,BluePotion Games,롤플레잉
1715,25,26,(-),클래시 오브 클랜,Supercell,전략
1716,26,27,(+4),모두의마블 for kakao,Netmarble,보드
1717,27,28,(+1),페이트 그랜드 오더,Netmarble,롤플레잉
1718,28,29,(+1),마블 퓨처파이트,Netmarble,롤플레잉
1719,29,30,(+2),에픽세븐,Smilegate Megaport,롤플레잉
1720,30,31,(-3),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1721,31,32,(+1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1722,32,33,(+2),로한M,PLAYWITH Inc.,롤플레잉
1723,33,34,(+2),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1724,34,35,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
1725,35,36,(NEW),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
1726,36,37,(-12),염왕이 뿔났다,X.D. Global,롤플레잉
1727,37,38,(-1),킹스레이드,Vespa Inc.,롤플레잉
1728,38,39,(-),라플라스M,Zilong Game Limited,롤플레잉
1729,39,40,(-),소녀전선,X.D. Global,롤플레잉
1730,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1731,1,2,(+1),브롤스타즈,Supercell,액션
1732,2,3,(-1),V4,NEXON Company,롤플레잉
1733,3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
1734,4,5,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1735,5,6,(-),달빛조각사,Kakao Games Corp.,롤플레잉
1736,6,7,(+1),ROBLOX,Roblox Corporation,어드벤처
1737,7,8,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
1738,8,9,(-2),엑소스 히어로즈,LINE Games,롤플레잉
1739,9,10,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1740,10,11,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1741,11,12,(+3),메이플스토리M,NEXON Company,롤플레잉
1742,12,13,(-1),리니지2 레볼루션,Netmarble,롤플레잉
1743,13,14,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
1744,14,15,(+1),포켓몬고,"Niantic, Inc.",어드벤처
1745,15,16,(+2),좀비고등학교,AWESOMEPIECE,아케이드
1746,16,17,(-),클래시 로얄,Supercell,전략
1747,17,18,(+1),랑그릿사,ZlongGames,전략
1748,18,19,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
1749,19,20,(+1),라스트오리진,smart joy,롤플레잉
1750,20,21,(+1),기적의 검,4399 KOREA,롤플레잉
1751,21,22,(+2),제5인격,X.D. Global,어드벤처
1752,22,23,(-),세븐나이츠 for kakao,Netmarble,롤플레잉
1753,23,24,(+2),클래시 오브 클랜,Supercell,전략
1754,24,25,(-),에오스 레드,BluePotion Games,롤플레잉
1755,25,26,(+1),모두의마블 for kakao,Netmarble,보드
1756,26,27,(+1),페이트 그랜드 오더,Netmarble,롤플레잉
1757,27,28,(+2),에픽세븐,Smilegate Megaport,롤플레잉
1758,28,29,(NEW),붕괴3rd,miHoYo Limited,액션
1759,29,30,(+1),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1760,30,31,(NEW),궁수의 전설,Habby,액션
1761,31,32,(-18),게임빌프로야구 슈퍼스타즈,GAMEVIL,스포츠
1762,32,33,(-4),마블 퓨처파이트,Netmarble,롤플레잉
1763,33,34,(-2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1764,34,35,(-1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1765,35,36,(-),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
1766,36,37,(-4),로한M,PLAYWITH Inc.,롤플레잉
1767,37,38,(-3),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
1768,38,39,(-),라플라스M,Zilong Game Limited,롤플레잉
1769,39,40,(-),소녀전선,X.D. Global,롤플레잉
1770,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1771,1,2,(-),브롤스타즈,Supercell,액션
1772,2,3,(-),V4,NEXON Company,롤플레잉
1773,3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
1774,4,5,(+2),ROBLOX,Roblox Corporation,어드벤처
1775,5,6,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
1776,6,7,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
1777,7,8,(-),라이즈 오브 킹덤즈,Lilith Games,전략
1778,8,9,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1779,9,10,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1780,10,11,(-2),엑소스 히어로즈,LINE Games,롤플레잉
1781,11,12,(-),메이플스토리M,NEXON Company,롤플레잉
1782,12,13,(-),리니지2 레볼루션,Netmarble,롤플레잉
1783,13,14,(+1),포켓몬고,"Niantic, Inc.",어드벤처
1784,14,15,(+1),좀비고등학교,AWESOMEPIECE,아케이드
1785,15,16,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
1786,16,17,(-),클래시 로얄,Supercell,전략
1787,17,18,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
1788,18,19,(-1),랑그릿사,ZlongGames,전략
1789,19,20,(-),라스트오리진,smart joy,롤플레잉
1790,20,21,(-),기적의 검,4399 KOREA,롤플레잉
1791,21,22,(-),제5인격,X.D. Global,어드벤처
1792,22,23,(+1),클래시 오브 클랜,Supercell,전략
1793,23,24,(+3),페이트 그랜드 오더,Netmarble,롤플레잉
1794,24,25,(-),에오스 레드,BluePotion Games,롤플레잉
1795,25,26,(+2),에픽세븐,Smilegate Megaport,롤플레잉
1796,26,27,(+4),궁수의 전설,Habby,액션
1797,27,28,(+1),붕괴3rd,miHoYo Limited,액션
1798,28,29,(NEW),무한의계단,NFLY STUDIO,아케이드
1799,29,30,(-4),모두의마블 for kakao,Netmarble,보드
1800,30,31,(NEW),샤이닝라이트,Eyougame Inc.,롤플레잉
1801,31,32,(+2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1802,32,33,(+2),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1803,33,34,(-1),마블 퓨처파이트,Netmarble,롤플레잉
1804,34,35,(-5),오늘도 우라라 원시 헌팅 라이프,X.D. Global,롤플레잉
1805,35,36,(-13),세븐나이츠 for kakao,Netmarble,롤플레잉
1806,36,37,(+2),라플라스M,Zilong Game Limited,롤플레잉
1807,37,38,(-2),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
1808,38,39,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
1809,39,40,(-),소녀전선,X.D. Global,롤플레잉
1810,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1811,1,2,(-),브롤스타즈,Supercell,액션
1812,2,3,(-),V4,NEXON Company,롤플레잉
1813,3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
1814,4,5,(-),ROBLOX,Roblox Corporation,어드벤처
1815,5,6,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
1816,6,7,(-),달빛조각사,Kakao Games Corp.,롤플레잉
1817,7,8,(-),라이즈 오브 킹덤즈,Lilith Games,전략
1818,8,9,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
1819,9,10,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
1820,10,11,(-),엑소스 히어로즈,LINE Games,롤플레잉
1821,11,12,(-),메이플스토리M,NEXON Company,롤플레잉
1822,12,13,(+1),포켓몬고,"Niantic, Inc.",어드벤처
1823,13,14,(-1),리니지2 레볼루션,Netmarble,롤플레잉
1824,14,15,(-),좀비고등학교,AWESOMEPIECE,아케이드
1825,15,16,(+1),클래시 로얄,Supercell,전략
1826,16,17,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
1827,17,18,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
1828,18,19,(+9),붕괴3rd,miHoYo Limited,액션
1829,19,20,(-1),랑그릿사,ZlongGames,전략
1830,20,21,(+10),샤이닝라이트,Eyougame Inc.,롤플레잉
1831,21,22,(-2),라스트오리진,smart joy,롤플레잉
1832,22,23,(-1),제5인격,X.D. Global,어드벤처
1833,23,24,(-3),기적의 검,4399 KOREA,롤플레잉
1834,24,25,(-2),클래시 오브 클랜,Supercell,전략
1835,25,26,(-),에픽세븐,Smilegate Megaport,롤플레잉
1836,26,27,(-),궁수의 전설,Habby,액션
1837,27,28,(-3),에오스 레드,BluePotion Games,롤플레잉
1838,28,29,(-),무한의계단,NFLY STUDIO,아케이드
1839,29,30,(+4),마블 퓨처파이트,Netmarble,롤플레잉
1840,30,31,(-1),모두의마블 for kakao,Netmarble,보드
1841,31,32,(+1),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
1842,32,33,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
1843,33,34,(+2),세븐나이츠 for kakao,Netmarble,롤플레잉
1844,34,35,(NEW),뇌명천하,4399 KOREA,롤플레잉
1845,35,36,(+1),라플라스M,Zilong Game Limited,롤플레잉
1846,36,37,(+1),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
1847,37,38,(+2),소녀전선,X.D. Global,롤플레잉
1848,38,39,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
1849,39,40,(NEW),킹스레이드,Vespa Inc.,롤플레잉
1850,0,1,(-),리니지2M,NCSOFT Corporation,롤플레잉
1851,1,2,(NEW),명일방주,Yostar Limited.,전략
1852,2,3,(-1),브롤스타즈,Supercell,액션
1853,3,4,(-),리니지M,NCSOFT Corporation,롤플레잉
1854,4,5,(-),ROBLOX,Roblox Corporation,어드벤처
1855,5,6,(-3),V4,NEXON Company,롤플레잉
1856,6,7,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
1857,7,8,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
1858,8,9,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
