,week_num,level_0,rank,change,name,service,genre
0,185,0,1,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1,185,1,2,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
2,185,2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
3,185,3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,185,4,5,(-),블레스 모바일,JOYCITY Corp.,롤플레잉
5,185,5,6,(+1),브롤스타즈,Supercell,액션
6,185,6,7,(+1),AFK 아레나,Lilith Games,롤플레잉
7,185,7,8,(-2),좀비고등학교,AWESOMEPIECE,아케이드
8,185,8,9,(-),리니지M,NCSOFT Corporation,롤플레잉
9,185,9,10,(-),V4,NEXON Company,롤플레잉
10,185,10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,185,11,12,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
12,185,12,13,(+4),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
13,185,13,14,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,185,14,15,(-2),카운터사이드,NEXON Company,롤플레잉
15,185,15,16,(-1),메이플스토리M,NEXON Company,롤플레잉
16,185,16,17,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
17,185,17,18,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,185,18,19,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
19,185,19,20,(+2),포켓몬고,"Niantic, Inc.",어드벤처
20,184,20,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
21,184,21,2,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
22,184,22,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
23,184,23,4,(-),ROBLOX,Roblox Corporation,어드벤처
24,184,24,5,(+2),AFK 아레나,Lilith Games,롤플레잉
25,184,25,6,(-1),블레스 모바일,JOYCITY Corp.,롤플레잉
26,184,26,7,(+1),좀비고등학교,AWESOMEPIECE,아케이드
27,184,27,8,(-2),브롤스타즈,Supercell,액션
28,184,28,9,(-),리니지M,NCSOFT Corporation,롤플레잉
29,184,29,10,(-),V4,NEXON Company,롤플레잉
30,184,30,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
31,184,31,12,(+1),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
32,184,32,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
33,184,33,14,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
34,184,34,15,(-),카운터사이드,NEXON Company,롤플레잉
35,184,35,16,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
36,184,36,17,(-1),메이플스토리M,NEXON Company,롤플레잉
37,184,37,18,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
38,184,38,19,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
39,184,39,20,(-),포켓몬고,"Niantic, Inc.",어드벤처
40,183,40,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
41,183,41,2,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
42,183,42,3,(+6),리니지M,NCSOFT Corporation,롤플레잉
43,183,43,4,(+1),AFK 아레나,Lilith Games,롤플레잉
44,183,44,5,(-1),ROBLOX,Roblox Corporation,어드벤처
45,183,45,6,(-3),리니지2M,NCSOFT Corporation,롤플레잉
46,183,46,7,(-1),블레스 모바일,JOYCITY Corp.,롤플레잉
47,183,47,8,(-),브롤스타즈,Supercell,액션
48,183,48,9,(+1),V4,NEXON Company,롤플레잉
49,183,49,10,(-3),좀비고등학교,AWESOMEPIECE,아케이드
50,183,50,11,(NEW),라지엘,ZlongGames,롤플레잉
51,183,51,12,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
52,183,52,13,(+3),라이즈 오브 킹덤즈,Lilith Games,전략
53,183,53,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
54,183,54,15,(-3),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
55,183,55,16,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
56,183,56,17,(-2),카운터사이드,NEXON Company,롤플레잉
57,183,57,18,(-1),메이플스토리M,NEXON Company,롤플레잉
58,183,58,19,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
59,183,59,20,(-),포켓몬고,"Niantic, Inc.",어드벤처
60,182,60,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
61,182,61,2,(+1),리니지M,NCSOFT Corporation,롤플레잉
62,182,62,3,(+1),AFK 아레나,Lilith Games,롤플레잉
63,182,63,4,(+2),리니지2M,NCSOFT Corporation,롤플레잉
64,182,64,5,(-3),A3: 스틸얼라이브,Netmarble,롤플레잉
65,182,65,6,(-1),ROBLOX,Roblox Corporation,어드벤처
66,182,66,7,(+1),브롤스타즈,Supercell,액션
67,182,67,8,(+1),V4,NEXON Company,롤플레잉
68,182,68,9,(+2),라지엘,ZlongGames,롤플레잉
69,182,69,10,(-),좀비고등학교,AWESOMEPIECE,아케이드
70,182,70,11,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
71,182,71,12,(-5),블레스 모바일,JOYCITY Corp.,롤플레잉
72,182,72,13,(-),라이즈 오브 킹덤즈,Lilith Games,전략
73,182,73,14,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
74,182,74,15,(+2),카운터사이드,NEXON Company,롤플레잉
75,182,75,16,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
76,182,76,17,(+2),배틀그라운드 모바일,PUBG CORPORATION,액션
77,182,77,18,(+2),포켓몬고,"Niantic, Inc.",어드벤처
78,182,78,19,(-1),메이플스토리M,NEXON Company,롤플레잉
79,182,79,20,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
80,181,80,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
81,181,81,2,(-),리니지M,NCSOFT Corporation,롤플레잉
82,181,82,3,(-),AFK 아레나,Lilith Games,롤플레잉
83,181,83,4,(-),리니지2M,NCSOFT Corporation,롤플레잉
84,181,84,5,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
85,181,85,6,(-),ROBLOX,Roblox Corporation,어드벤처
86,181,86,7,(-),브롤스타즈,Supercell,액션
87,181,87,8,(-),V4,NEXON Company,롤플레잉
88,181,88,9,(-),라지엘,ZlongGames,롤플레잉
89,181,89,10,(-),좀비고등학교,AWESOMEPIECE,아케이드
90,181,90,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
91,181,91,12,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
92,181,92,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
93,181,93,14,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
94,181,94,15,(+3),포켓몬고,"Niantic, Inc.",어드벤처
95,181,95,16,(+6),케페우스M,Ujoy Games,롤플레잉
96,181,96,17,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
97,181,97,18,(+1),메이플스토리M,NEXON Company,롤플레잉
98,181,98,19,(-7),블레스 모바일,JOYCITY Corp.,롤플레잉
99,181,99,20,(+1),에픽세븐,Smilegate Megaport,롤플레잉
100,180,100,1,(NEW),카트라이더 러쉬플러스,NEXON Company,자동차 경주
101,180,101,2,(-),리니지M,NCSOFT Corporation,롤플레잉
102,180,102,3,(+1),리니지2M,NCSOFT Corporation,롤플레잉
103,180,103,4,(-3),전략적 팀 전투,"Riot Games, Inc",전략
104,180,104,5,(-2),AFK 아레나,Lilith Games,롤플레잉
105,180,105,6,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
106,180,106,7,(-),브롤스타즈,Supercell,액션
107,180,107,8,(-2),ROBLOX,Roblox Corporation,어드벤처
108,180,108,9,(-1),V4,NEXON Company,롤플레잉
109,180,109,10,(-1),라지엘,ZlongGames,롤플레잉
110,180,110,11,(NEW),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
111,180,111,12,(-2),좀비고등학교,AWESOMEPIECE,아케이드
112,180,112,13,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
113,180,113,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
114,180,114,15,(-),포켓몬고,"Niantic, Inc.",어드벤처
115,180,115,16,(-5),달빛조각사,Kakao Games Corp.,롤플레잉
116,180,116,17,(-3),배틀그라운드 모바일,PUBG CORPORATION,액션
117,180,117,18,(-2),케페우스M,Ujoy Games,롤플레잉
118,180,118,19,(+1),에픽세븐,Smilegate Megaport,롤플레잉
119,180,119,20,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
120,179,120,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
121,179,121,2,(+1),리니지2M,NCSOFT Corporation,롤플레잉
122,179,122,3,(+1),전략적 팀 전투,"Riot Games, Inc",전략
123,179,123,4,(+3),브롤스타즈,Supercell,액션
124,179,124,5,(-),AFK 아레나,Lilith Games,롤플레잉
125,179,125,6,(+2),ROBLOX,Roblox Corporation,어드벤처
126,179,126,7,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
127,179,127,8,(-6),리니지M,NCSOFT Corporation,롤플레잉
128,179,128,9,(+2),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
129,179,129,10,(-1),V4,NEXON Company,롤플레잉
130,179,130,11,(+2),라이즈 오브 킹덤즈,Lilith Games,전략
131,179,131,12,(-),좀비고등학교,AWESOMEPIECE,아케이드
132,179,132,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
133,179,133,14,(+1),포켓몬고,"Niantic, Inc.",어드벤처
134,179,134,15,(+8),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
135,179,135,16,(-),달빛조각사,Kakao Games Corp.,롤플레잉
136,179,136,17,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
137,179,137,18,(-),케페우스M,Ujoy Games,롤플레잉
138,179,138,19,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
139,179,139,20,(-1),에픽세븐,Smilegate Megaport,롤플레잉
140,178,140,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
141,178,141,2,(+1),전략적 팀 전투,"Riot Games, Inc",전략
142,178,142,3,(+1),브롤스타즈,Supercell,액션
143,178,143,4,(-2),리니지2M,NCSOFT Corporation,롤플레잉
144,178,144,5,(+1),ROBLOX,Roblox Corporation,어드벤처
145,178,145,6,(-1),AFK 아레나,Lilith Games,롤플레잉
146,178,146,7,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
147,178,147,8,(-),리니지M,NCSOFT Corporation,롤플레잉
148,178,148,9,(+6),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
149,178,149,10,(-1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
150,178,150,11,(NEW),뮤 아크엔젤,Webzen Inc.,롤플레잉
151,178,151,12,(-2),V4,NEXON Company,롤플레잉
152,178,152,13,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
153,178,153,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
154,178,154,15,(-3),좀비고등학교,AWESOMEPIECE,아케이드
155,178,155,16,(-2),포켓몬고,"Niantic, Inc.",어드벤처
156,178,156,17,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
157,178,157,18,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
158,178,158,19,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
159,178,159,20,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
160,177,160,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
161,177,161,2,(-),전략적 팀 전투,"Riot Games, Inc",전략
162,177,162,3,(-),브롤스타즈,Supercell,액션
163,177,163,4,(+1),ROBLOX,Roblox Corporation,어드벤처
164,177,164,5,(-1),리니지2M,NCSOFT Corporation,롤플레잉
165,177,165,6,(+2),리니지M,NCSOFT Corporation,롤플레잉
166,177,166,7,(-1),AFK 아레나,Lilith Games,롤플레잉
167,177,167,8,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
168,177,168,9,(-),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
169,177,169,10,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
170,177,170,11,(-1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
171,177,171,12,(-),V4,NEXON Company,롤플레잉
172,177,172,13,(-),라이즈 오브 킹덤즈,Lilith Games,전략
173,177,173,14,(+1),좀비고등학교,AWESOMEPIECE,아케이드
174,177,174,15,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
175,177,175,16,(+4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
176,177,176,17,(-1),포켓몬고,"Niantic, Inc.",어드벤처
177,177,177,18,(-),달빛조각사,Kakao Games Corp.,롤플레잉
178,177,178,19,(+2),명일방주,Yostar Limited.,전략
179,177,179,20,(-6),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
180,176,180,1,(NEW),피파 모바일,NEXON Company,스포츠
181,176,181,2,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
182,176,182,3,(+3),리니지M,NCSOFT Corporation,롤플레잉
183,176,183,4,(-),ROBLOX,Roblox Corporation,어드벤처
184,176,184,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
185,176,185,6,(-4),전략적 팀 전투,"Riot Games, Inc",전략
186,176,186,7,(-4),브롤스타즈,Supercell,액션
187,176,187,8,(+2),뮤 아크엔젤,Webzen Inc.,롤플레잉
188,176,188,9,(-2),AFK 아레나,Lilith Games,롤플레잉
189,176,189,10,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
190,176,190,11,(+1),V4,NEXON Company,롤플레잉
191,176,191,12,(+3),검은사막 모바일,PEARL ABYSS,롤플레잉
192,176,192,13,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
193,176,193,14,(-5),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
194,176,194,15,(+5),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
195,176,195,16,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
196,176,196,17,(-3),좀비고등학교,AWESOMEPIECE,아케이드
197,176,197,18,(-7),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
198,176,198,19,(-2),포켓몬고,"Niantic, Inc.",어드벤처
199,176,199,20,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
200,175,200,1,(-),피파 모바일,NEXON Company,스포츠
201,175,201,2,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
202,175,202,3,(NEW),스톤에이지 월드,Netmarble,롤플레잉
203,175,203,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
204,175,204,5,(-1),ROBLOX,Roblox Corporation,어드벤처
205,175,205,6,(-1),리니지2M,NCSOFT Corporation,롤플레잉
206,175,206,7,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
207,175,207,8,(-2),전략적 팀 전투,"Riot Games, Inc",전략
208,175,208,9,(-2),브롤스타즈,Supercell,액션
209,175,209,10,(-1),AFK 아레나,Lilith Games,롤플레잉
210,175,210,11,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
211,175,211,12,(-1),V4,NEXON Company,롤플레잉
212,175,212,13,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
213,175,213,14,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
214,175,214,15,(-1),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
215,175,215,16,(-),라이즈 오브 킹덤즈,Lilith Games,전략
216,175,216,17,(-),좀비고등학교,AWESOMEPIECE,아케이드
217,175,217,18,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
218,175,218,19,(+2),폴아웃 쉘터 Online,GaeaMobile,어드벤처
219,175,219,20,(NEW),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
220,174,220,1,(-),피파 모바일,NEXON Company,스포츠
221,174,221,2,(+2),리니지M,NCSOFT Corporation,롤플레잉
222,174,222,3,(-),스톤에이지 월드,Netmarble,롤플레잉
223,174,223,4,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
224,174,224,5,(+1),리니지2M,NCSOFT Corporation,롤플레잉
225,174,225,6,(-1),ROBLOX,Roblox Corporation,어드벤처
226,174,226,7,(+1),전략적 팀 전투,"Riot Games, Inc",전략
227,174,227,8,(+1),브롤스타즈,Supercell,액션
228,174,228,9,(-2),뮤 아크엔젤,Webzen Inc.,롤플레잉
229,174,229,10,(-),AFK 아레나,Lilith Games,롤플레잉
230,174,230,11,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
231,174,231,12,(+8),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
232,174,232,13,(-1),V4,NEXON Company,롤플레잉
233,174,233,14,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
234,174,234,15,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
235,174,235,16,(+3),폴아웃 쉘터 Online,GaeaMobile,어드벤처
236,174,236,17,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
237,174,237,18,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
238,174,238,19,(-2),좀비고등학교,AWESOMEPIECE,아케이드
239,174,239,20,(+1),포켓몬고,"Niantic, Inc.",어드벤처
240,173,240,1,(-),피파 모바일,NEXON Company,스포츠
241,173,241,2,(-),리니지M,NCSOFT Corporation,롤플레잉
242,173,242,3,(-),스톤에이지 월드,Netmarble,롤플레잉
243,173,243,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
244,173,244,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
245,173,245,6,(-),ROBLOX,Roblox Corporation,어드벤처
246,173,246,7,(+1),브롤스타즈,Supercell,액션
247,173,247,8,(-1),전략적 팀 전투,"Riot Games, Inc",전략
248,173,248,9,(NEW),시노앨리스,"Pokelabo, Inc.",롤플레잉
249,173,249,10,(-),AFK 아레나,Lilith Games,롤플레잉
250,173,250,11,(-2),뮤 아크엔젤,Webzen Inc.,롤플레잉
251,173,251,12,(-),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
252,173,252,13,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
253,173,253,14,(-1),V4,NEXON Company,롤플레잉
254,173,254,15,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
255,173,255,16,(NEW),애니팡4,"SUNDAYTOZ, INC",퍼즐
256,173,256,17,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
257,173,257,18,(-),라이즈 오브 킹덤즈,Lilith Games,전략
258,173,258,19,(-),좀비고등학교,AWESOMEPIECE,아케이드
259,173,259,20,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
260,172,260,1,(+1),리니지M,NCSOFT Corporation,롤플레잉
261,172,261,2,(NEW),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
262,172,262,3,(-),스톤에이지 월드,Netmarble,롤플레잉
263,172,263,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
264,172,264,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
265,172,265,6,(-),ROBLOX,Roblox Corporation,어드벤처
266,172,266,7,(NEW),마구마구 2020,Netmarble,스포츠
267,172,267,8,(-1),브롤스타즈,Supercell,액션
268,172,268,9,(-8),피파 모바일,NEXON Company,스포츠
269,172,269,10,(-1),시노앨리스,"Pokelabo, Inc.",롤플레잉
270,172,270,11,(-),뮤 아크엔젤,Webzen Inc.,롤플레잉
271,172,271,12,(-2),AFK 아레나,Lilith Games,롤플레잉
272,172,272,13,(-1),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
273,172,273,14,(-6),전략적 팀 전투,"Riot Games, Inc",전략
274,172,274,15,(-1),V4,NEXON Company,롤플레잉
275,172,275,16,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
276,172,276,17,(-4),A3: 스틸얼라이브,Netmarble,롤플레잉
277,172,277,18,(-2),애니팡4,"SUNDAYTOZ, INC",퍼즐
278,172,278,19,(-4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
279,172,279,20,(-1),좀비고등학교,AWESOMEPIECE,아케이드
280,171,280,1,(NEW),바람의나라 연,NEXON Company,롤플레잉
281,171,281,2,(-1),리니지M,NCSOFT Corporation,롤플레잉
282,171,282,3,(-1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
283,171,283,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
284,171,284,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
285,171,285,6,(-3),스톤에이지 월드,Netmarble,롤플레잉
286,171,286,7,(-1),ROBLOX,Roblox Corporation,어드벤처
287,171,287,8,(-1),마구마구 2020,Netmarble,스포츠
288,171,288,9,(-),피파 모바일,NEXON Company,스포츠
289,171,289,10,(-2),브롤스타즈,Supercell,액션
290,171,290,11,(-1),시노앨리스,"Pokelabo, Inc.",롤플레잉
291,171,291,12,(-1),뮤 아크엔젤,Webzen Inc.,롤플레잉
292,171,292,13,(-1),AFK 아레나,Lilith Games,롤플레잉
293,171,293,14,(+4),애니팡4,"SUNDAYTOZ, INC",퍼즐
294,171,294,15,(NEW),가디언 테일즈,Kakao Games Corp.,롤플레잉
295,171,295,16,(-3),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
296,171,296,17,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
297,171,297,18,(NEW),걸카페건,BILIBILI HK,액션
298,171,298,19,(-4),V4,NEXON Company,롤플레잉
299,171,299,20,(-6),전략적 팀 전투,"Riot Games, Inc",전략
300,170,300,1,(-),바람의나라 연,NEXON Company,롤플레잉
301,170,301,2,(+1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
302,170,302,3,(-1),리니지M,NCSOFT Corporation,롤플레잉
303,170,303,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
304,170,304,5,(+3),마구마구 2020,Netmarble,스포츠
305,170,305,6,(+1),ROBLOX,Roblox Corporation,어드벤처
306,170,306,7,(NEW),아이러브커피N,NATRIS,시뮬레이션
307,170,307,8,(-3),리니지2M,NCSOFT Corporation,롤플레잉
308,170,308,9,(+6),가디언 테일즈,Kakao Games Corp.,롤플레잉
309,170,309,10,(-1),피파 모바일,NEXON Company,스포츠
310,170,310,11,(+8),V4,NEXON Company,롤플레잉
311,170,311,12,(-2),브롤스타즈,Supercell,액션
312,170,312,13,(-2),시노앨리스,"Pokelabo, Inc.",롤플레잉
313,170,313,14,(-8),스톤에이지 월드,Netmarble,롤플레잉
314,170,314,15,(-2),AFK 아레나,Lilith Games,롤플레잉
315,170,315,16,(-2),애니팡4,"SUNDAYTOZ, INC",퍼즐
316,170,316,17,(-5),뮤 아크엔젤,Webzen Inc.,롤플레잉
317,170,317,18,(-),걸카페건,BILIBILI HK,액션
318,170,318,19,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
319,170,319,20,(NEW),가디스 오브 제네시스,ZlongGames,롤플레잉
320,169,320,1,(-),바람의나라 연,NEXON Company,롤플레잉
321,169,321,2,(-),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
322,169,322,3,(-),리니지M,NCSOFT Corporation,롤플레잉
323,169,323,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
324,169,324,5,(+4),가디언 테일즈,Kakao Games Corp.,롤플레잉
325,169,325,6,(+1),아이러브커피N,NATRIS,시뮬레이션
326,169,326,7,(-2),마구마구 2020,Netmarble,스포츠
327,169,327,8,(-2),ROBLOX,Roblox Corporation,어드벤처
328,169,328,9,(-1),리니지2M,NCSOFT Corporation,롤플레잉
329,169,329,10,(-),피파 모바일,NEXON Company,스포츠
330,169,330,11,(-),V4,NEXON Company,롤플레잉
331,169,331,12,(-),브롤스타즈,Supercell,액션
332,169,332,13,(+2),AFK 아레나,Lilith Games,롤플레잉
333,169,333,14,(NEW),슬램덩크,DeNA HONG KONG LIMITED,스포츠
334,169,334,15,(+3),걸카페건,BILIBILI HK,액션
335,169,335,16,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
336,169,336,17,(-3),스톤에이지 월드,Netmarble,롤플레잉
337,169,337,18,(+2),가디스 오브 제네시스,ZlongGames,롤플레잉
338,169,338,19,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
339,169,339,20,(-4),애니팡4,"SUNDAYTOZ, INC",퍼즐
340,168,340,1,(-),바람의나라 연,NEXON Company,롤플레잉
341,168,341,2,(+3),가디언 테일즈,Kakao Games Corp.,롤플레잉
342,168,342,3,(-),리니지M,NCSOFT Corporation,롤플레잉
343,168,343,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
344,168,344,5,(-3),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
345,168,345,6,(+5),V4,NEXON Company,롤플레잉
346,168,346,7,(-1),아이러브커피N,NATRIS,시뮬레이션
347,168,347,8,(-),ROBLOX,Roblox Corporation,어드벤처
348,168,348,9,(+1),피파 모바일,NEXON Company,스포츠
349,168,349,10,(+4),슬램덩크,DeNA HONG KONG LIMITED,스포츠
350,168,350,11,(-2),리니지2M,NCSOFT Corporation,롤플레잉
351,168,351,12,(-5),마구마구 2020,Netmarble,스포츠
352,168,352,13,(-),AFK 아레나,Lilith Games,롤플레잉
353,168,353,14,(-2),브롤스타즈,Supercell,액션
354,168,354,15,(-),걸카페건,BILIBILI HK,액션
355,168,355,16,(+2),가디스 오브 제네시스,ZlongGames,롤플레잉
356,168,356,17,(-1),뮤 아크엔젤,Webzen Inc.,롤플레잉
357,168,357,18,(-1),스톤에이지 월드,Netmarble,롤플레잉
358,168,358,19,(+1),애니팡4,"SUNDAYTOZ, INC",퍼즐
359,168,359,20,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
360,167,360,1,(-),바람의나라 연,NEXON Company,롤플레잉
361,167,361,2,(-),가디언 테일즈,Kakao Games Corp.,롤플레잉
362,167,362,3,(+3),V4,NEXON Company,롤플레잉
363,167,363,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
364,167,364,5,(+2),아이러브커피N,NATRIS,시뮬레이션
365,167,365,6,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
366,167,366,7,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
367,167,367,8,(-),ROBLOX,Roblox Corporation,어드벤처
368,167,368,9,(+2),리니지2M,NCSOFT Corporation,롤플레잉
369,167,369,10,(+3),AFK 아레나,Lilith Games,롤플레잉
370,167,370,11,(+3),브롤스타즈,Supercell,액션
371,167,371,12,(-3),피파 모바일,NEXON Company,스포츠
372,167,372,13,(+3),가디스 오브 제네시스,ZlongGames,롤플레잉
373,167,373,14,(-2),마구마구 2020,Netmarble,스포츠
374,167,374,15,(+6),전략적 팀 전투,"Riot Games, Inc",전략
375,167,375,16,(-1),걸카페건,BILIBILI HK,액션
376,167,376,17,(+3),검은사막 모바일,PEARL ABYSS,롤플레잉
377,167,377,18,(+12),A3: 스틸얼라이브,Netmarble,롤플레잉
378,167,378,19,(+7),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
379,167,379,20,(-2),스톤에이지 월드,Netmarble,롤플레잉
380,166,380,1,(-),바람의나라 연,NEXON Company,롤플레잉
381,166,381,2,(-),가디언 테일즈,Kakao Games Corp.,롤플레잉
382,166,382,3,(-),V4,NEXON Company,롤플레잉
383,166,383,4,(+4),ROBLOX,Roblox Corporation,어드벤처
384,166,384,5,(-1),리니지M,NCSOFT Corporation,롤플레잉
385,166,385,6,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
