,index_num,num_week,Unnamed: 0,rank,name,genre,genre_share,pc_room_num,total_time_hour,mean_time_min,total_use_num,distributor,week_num
7130,7130,0,40,21,이터널 리턴,액션,13.25,"2,176","55,968",81.0,"42,228",카카오/스팀,48
7131,7131,0,42,22,스타크래프트2,RTS,0.66,"2,485","46,728",77.0,"36,583",블리자드,48
7132,7132,0,44,23,APEX LEGENDS,FPS,1.37,"1,566","43,587",96.0,"27,447",Origin/스팀,48
7133,7133,0,46,24,블레이드 & 소울,RPG,1.22,"1,000","38,296",119.0,"19,287",엔씨소프트,48
7134,7134,0,48,25,테일즈런너,스포츠,3.52,"1,843","28,652",52.0,"33,245",스마일게이트,48
7135,7135,0,50,26,검은사막,RPG,0.91,963,"28,414",141.0,"12,120",(주)펄어비스,48
7136,7136,0,52,27,GTA 5,액션,6.59,"1,303","27,838",74.0,"22,673",스팀,48
7137,7137,0,54,28,디아블로3,RPG,0.86,"1,248","26,828",102.0,"15,918",블리자드,48
7138,7138,0,56,29,스페셜포스,FPS,0.82,978,"25,941",114.0,"13,632",네오위즈,48
7139,7139,0,58,30,크레이지아케이드,아케이드,68.03,"1,822","24,786",42.0,"36,042",넥슨,48
7140,7140,0,0,1,리그 오브 레전드,RTS,93.03,"6,956","1,204,494",105.0,"690,162",라이엇게임즈,47
7141,7141,0,2,2,디아블로2: 레저렉션,RPG,39.57,"6,488","212,877",139.0,"91,921",블리자드,47
7142,7142,0,4,3,서든어택,FPS,34.54,"6,643","206,289",85.0,"145,853",넥슨,47
7143,7143,0,6,4,배틀그라운드,FPS,30.54,"6,554","182,409",105.0,"105,199",카카오/스팀,47
7144,7144,0,8,5,오버워치,FPS,22.67,"6,547","135,394",86.0,"94,661",블리자드,47
7145,7145,0,10,6,FIFA 온라인 4,스포츠,91.73,"6,819","126,084",57.0,"134,653",넥슨,47
7146,7146,0,12,7,로스트아크,RPG,22.13,"6,068","119,035",153.0,"46,880",스마일게이트,47
7147,7147,0,14,8,스타크래프트 리마스터,RTS,4.71,"6,314","60,948",86.0,"42,800",블리자드,47
7148,7148,0,16,9,메이플스토리,RPG,8.47,"5,584","45,555",99.0,"27,853",넥슨,47
7149,7149,0,18,10,던전앤파이터,액션,51.55,"4,812","45,029",146.0,"18,551",넥슨,47
7150,7150,0,20,11,발로란트,FPS,6.65,"4,888","39,677",75.0,"32,043",라이엇게임즈,47
7151,7151,0,22,12,아이온,RPG,4.31,"2,646","23,185",157.0,"8,915",엔씨소프트,47
7152,7152,0,24,13,리니지2,RPG,4.14,"1,022","22,251",422.0,"3,168",엔씨소프트,47
7153,7153,0,26,14,오딘: 발할라 라이징,RPG,3.34,"1,798","17,965",247.0,"4,380",카카오게임즈,47
7154,7154,0,28,15,월드 오브 워크래프트,RPG,2.73,"2,417","14,648",152.0,"5,798",블리자드,47
7155,7155,0,30,16,사이퍼즈,액션,15.39,"2,499","13,441",139.0,"5,813",넥슨,47
7156,7156,0,32,17,리니지,RPG,2.39,"1,491","12,831",199.0,"3,879",엔씨소프트,47
7157,7157,0,34,18,카트라이더,레이싱,98.17,"4,962","12,467",34.0,"22,376",넥슨,47
7158,7158,0,36,19,패스 오브 엑자일,RPG,2.32,"1,692","12,454",145.0,"5,164",카카오/그라인딩 기어 게임즈,47
7159,7159,0,38,20,이터널 리턴,액션,12.34,"2,579","10,777",78.0,"8,378",카카오/스팀,47
7160,7160,0,40,21,워크래프트3 리포지드,RTS,0.78,"2,209","10,096",94.0,"6,462",블리자드,47
7161,7161,0,42,22,스타크래프트2,RTS,0.69,"2,895","8,814",83.0,"6,445",블리자드,47
7162,7162,0,44,23,APEX LEGENDS,FPS,1.31,"1,816","7,775",100.0,"4,682",Origin/스팀,47
7163,7163,0,46,24,블레이드 & 소울,RPG,1.29,"1,094","6,909",131.0,"3,167",엔씨소프트,47
7164,7164,0,48,25,GTA 5,액션,6.25,"1,687","5,458",75.0,"4,380",스팀,47
7165,7165,0,50,26,테일즈런너,스포츠,3.81,"2,121","5,225",53.0,"5,923",스마일게이트,47
7166,7166,0,52,27,검은사막,RPG,0.95,"1,020","5,083",159.0,"1,921",(주)펄어비스,47
7167,7167,0,54,28,DOTA 2,RTS,0.4,570,"5,059",152.0,"2,004",스팀,47
7168,7168,0,56,29,크레이지아케이드,아케이드,66.21,"2,292","4,948",42.0,"7,163",넥슨,47
7169,7169,0,58,30,Counter-Strike : Global Offensive,FPS,0.77,702,"4,592",90.0,"3,062",스팀,47
7170,7170,0,0,1,리그 오브 레전드,RTS,93.13,"6,907","6,376,216",99.0,"3,884,121",라이엇게임즈,46
7171,7171,0,2,2,서든어택,FPS,38.08,"6,617","1,070,730",81.0,"800,697",넥슨,46
7172,7172,0,4,3,디아블로2: 레저렉션,RPG,37.2,"6,418","1,025,531",122.0,"506,571",블리자드,46
7173,7173,0,6,4,배틀그라운드,FPS,28.07,"6,336","789,250",89.0,"539,538",카카오/스팀,46
7174,7174,0,8,5,로스트아크,RPG,25.69,"6,093","708,247",133.0,"319,737",스마일게이트,46
7175,7175,0,10,6,FIFA 온라인 4,스포츠,91.83,"6,728","655,193",56.0,"704,806",넥슨,46
7176,7176,0,12,7,오버워치,FPS,22.33,"6,372","627,770",82.0,"460,667",블리자드,46
7177,7177,0,14,8,스타크래프트 리마스터,RTS,4.79,"6,177","327,827",82.0,"242,179",블리자드,46
7178,7178,0,16,9,메이플스토리,RPG,7.68,"5,256","211,542",92.0,"139,256",넥슨,46
7179,7179,0,18,10,던전앤파이터,액션,46.03,"4,303","161,732",109.0,"86,475",넥슨,46
7180,7180,0,20,11,발로란트,FPS,5.74,"4,323","161,272",72.0,"134,818",라이엇게임즈,46
7181,7181,0,22,12,리니지2,RPG,4.51,"1,016","124,208",387.0,"19,492",엔씨소프트,46
7182,7182,0,24,13,아이온,RPG,4.47,"2,582","123,166",145.0,"51,129",엔씨소프트,46
7183,7183,0,26,14,오딘: 발할라 라이징,RPG,3.15,"1,618","86,766",224.0,"23,396",카카오게임즈,46
7184,7184,0,28,15,월드 오브 워크래프트,RPG,2.79,"2,262","76,903",136.0,"33,945",블리자드,46
7185,7185,0,30,16,리니지,RPG,2.43,"1,438","66,799",186.0,"21,615",엔씨소프트,46
7186,7186,0,32,17,카트라이더,레이싱,98.02,"4,564","62,773",35.0,"110,741",넥슨,46
7187,7187,0,34,18,사이퍼즈,액션,17.38,"2,240","61,063",127.0,"29,012",넥슨,46
7188,7188,0,36,19,패스 오브 엑자일,RPG,2.1,"1,545","57,651",129.0,"26,934",카카오/그라인딩 기어 게임즈,46
7189,7189,0,38,20,워크래프트3 리포지드,RTS,0.73,"2,017","49,912",87.0,"34,801",블리자드,46
7190,7190,0,40,21,이터널 리턴,액션,12.97,"2,199","45,566",74.0,"37,310",카카오/스팀,46
7191,7191,0,42,22,스타크래프트2,RTS,0.63,"2,572","42,576",78.0,"33,177",블리자드,46
7192,7192,0,44,23,APEX LEGENDS,FPS,1.48,"1,644","41,542",93.0,"26,595",Origin/스팀,46
7193,7193,0,46,24,블레이드 & 소울,RPG,1.22,995,"33,433",123.0,"16,393",엔씨소프트,46
7194,7194,0,48,25,한게임 로우바둑이,보드,17.42,"1,621","27,568",26.0,"65,126",한게임,46
7195,7195,0,50,26,테일즈런너,스포츠,3.69,"1,931","26,307",50.0,"32,073",스마일게이트,46
7196,7196,0,52,27,GTA 5,액션,7.18,"1,442","25,232",73.0,"21,040",스팀,46
7197,7197,0,54,28,검은사막,RPG,0.91,987,"24,989",142.0,"10,582",(주)펄어비스,46
7198,7198,0,56,29,DOTA 2,RTS,0.35,522,"23,459",143.0,"9,926",스팀,46
7199,7199,0,58,30,크레이지아케이드,아케이드,67.86,"2,017","22,964",40.0,"34,456",넥슨,46
7200,7200,0,0,1,리그 오브 레전드,RTS,93.16,"6,906","7,763,669",100.0,"4,650,630",라이엇게임즈,45
7201,7201,0,2,2,서든어택,FPS,36.86,"6,622","1,284,656",82.0,"940,367",넥슨,45
7202,7202,0,4,3,디아블로2: 레저렉션,RPG,34.48,"6,344","1,098,513",105.0,"632,727",블리자드,45
7203,7203,0,6,4,배틀그라운드,FPS,29.69,"6,422","1,034,732",90.0,"694,344",카카오/스팀,45
7204,7204,0,8,5,로스트아크,RPG,26.21,"6,107","834,903",139.0,"361,349",스마일게이트,45
7205,7205,0,10,6,FIFA 온라인 4,스포츠,91.41,"6,732","764,856",55.0,"846,454",넥슨,45
7206,7206,0,12,7,오버워치,FPS,21.82,"6,374","760,554",85.0,"541,860",블리자드,45
7207,7207,0,14,8,스타크래프트 리마스터,RTS,4.7,"6,178","391,591",83.0,"284,283",블리자드,45
7208,7208,0,16,9,메이플스토리,RPG,7.54,"5,242","240,009",90.0,"161,055",넥슨,45
7209,7209,0,18,10,발로란트,FPS,5.74,"4,403","200,003",75.0,"161,496",라이엇게임즈,45
7210,7210,0,20,11,던전앤파이터,액션,47.13,"4,285","199,190",114.0,"101,138",넥슨,45
7211,7211,0,22,12,아이온,RPG,5.62,"2,840","179,005",155.0,"69,299",엔씨소프트,45
7212,7212,0,24,13,리니지2,RPG,4.87,"1,030","154,873",393.0,"23,946",엔씨소프트,45
7213,7213,0,26,14,월드 오브 워크래프트,RPG,3.06,"2,298","97,182",142.0,"41,097",블리자드,45
7214,7214,0,28,15,오딘: 발할라 라이징,RPG,3.02,"1,565","95,931",229.0,"25,495",카카오게임즈,45
7215,7215,0,30,16,리니지,RPG,2.84,"1,610","90,414",174.0,"31,526",엔씨소프트,45
7216,7216,0,32,17,카트라이더,레이싱,97.75,"4,653","79,109",35.0,"136,757",넥슨,45
7217,7217,0,34,18,사이퍼즈,액션,17.66,"2,261","74,622",128.0,"35,021",넥슨,45
7218,7218,0,36,19,패스 오브 엑자일,RPG,1.93,"1,433","61,294",131.0,"28,162",카카오/그라인딩 기어 게임즈,45
7219,7219,0,38,20,워크래프트3 리포지드,RTS,0.74,"1,987","61,138",90.0,"41,137",블리자드,45
7220,7220,0,40,21,이터널 리턴,액션,12.72,"2,131","53,752",77.0,"41,588",카카오/스팀,45
7221,7221,0,42,22,APEX LEGENDS,FPS,1.53,"1,776","53,314",93.0,"34,600",Origin/스팀,45
7222,7222,0,44,23,스타크래프트2,RTS,0.63,"2,582","51,954",79.0,"39,828",블리자드,45
7223,7223,0,46,24,블레이드 & 소울,RPG,1.29,"1,024","40,799",122.0,"20,028",엔씨소프트,45
7224,7224,0,48,25,테일즈런너,스포츠,4.07,"2,017","33,977",53.0,"39,081",스마일게이트,45
7225,7225,0,50,26,DOTA 2,RTS,0.4,571,"32,597",150.0,"13,118",스팀,45
7226,7226,0,52,27,한게임 로우바둑이,보드,16.61,"1,540","31,993",27.0,"73,481",한게임,45
7227,7227,0,54,28,검은사막,RPG,0.99,"1,011","31,462",145.0,"13,101",(주)펄어비스,45
7228,7228,0,56,29,크레이지아케이드,아케이드,69.08,"2,128","31,038",41.0,"45,619",넥슨,45
7229,7229,0,58,30,Counter-Strike : Global Offensive,FPS,0.82,681,"28,496",89.0,"19,358",스팀,45
7230,7230,0,0,1,리그 오브 레전드,RTS,92.95,"6,914","7,604,188",94.0,"4,895,138",라이엇게임즈,44
7231,7231,0,2,2,서든어택,FPS,36.09,"6,636","1,314,384",80.0,"997,139",넥슨,44
7232,7232,0,4,3,배틀그라운드,FPS,29.88,"6,460","1,088,285",88.0,"743,832",카카오/스팀,44
7233,7233,0,6,4,디아블로2: 레저렉션,RPG,32.68,"6,283","995,666",122.0,"489,973",블리자드,44
7234,7234,0,8,5,FIFA 온라인 4,스포츠,92.1,"6,761","859,640",54.0,"969,137",넥슨,44
7235,7235,0,10,6,로스트아크,RPG,26.36,"6,094","802,924",136.0,"354,224",스마일게이트,44
7236,7236,0,12,7,오버워치,FPS,21.72,"6,420","790,838",84.0,"571,963",블리자드,44
7237,7237,0,14,8,스타크래프트 리마스터,RTS,4.88,"6,184","398,528",82.0,"293,442",블리자드,44
7238,7238,0,16,9,발로란트,FPS,6.49,"4,636","236,345",74.0,"193,220",라이엇게임즈,44
7239,7239,0,18,10,메이플스토리,RPG,7.62,"5,294","231,918",85.0,"164,739",넥슨,44
7240,7240,0,20,11,던전앤파이터,액션,45.89,"4,316","209,443",116.0,"105,098",넥슨,44
7241,7241,0,22,12,아이온,RPG,6.35,"2,998","193,450",155.0,"75,041",엔씨소프트,44
7242,7242,0,24,13,리니지2,RPG,4.95,995,"150,539",421.0,"21,668",엔씨소프트,44
7243,7243,0,26,14,월드 오브 워크래프트,RPG,3.29,"2,340","100,117",140.0,"42,940",블리자드,44
7244,7244,0,28,15,리니지,RPG,3.22,"1,702","97,905",175.0,"33,688",엔씨소프트,44
7245,7245,0,30,16,오딘: 발할라 라이징,RPG,3.05,"1,510","92,743",235.0,"23,793",카카오게임즈,44
7246,7246,0,32,17,카트라이더,레이싱,97.84,"4,796","82,630",34.0,"146,950",넥슨,44
7247,7247,0,34,18,사이퍼즈,액션,16.78,"2,302","76,564",127.0,"36,023",넥슨,44
7248,7248,0,36,19,이터널 리턴,액션,14.85,"2,467","67,780",82.0,"49,784",카카오/스팀,44
7249,7249,0,38,20,워크래프트3 리포지드,RTS,0.76,"2,006","61,384",91.0,"40,859",블리자드,44
7250,7250,0,40,21,패스 오브 엑자일,RPG,1.82,"1,327","55,222",130.0,"25,653",카카오/그라인딩 기어 게임즈,44
7251,7251,0,42,22,APEX LEGENDS,FPS,1.5,"1,900","54,587",90.0,"36,875",Origin/스팀,44
7252,7252,0,44,23,스타크래프트2,RTS,0.65,"2,616","52,848",79.0,"40,531",블리자드,44
7253,7253,0,46,24,블레이드 & 소울,RPG,1.3,"1,002","39,477",123.0,"19,293",엔씨소프트,44
7254,7254,0,48,25,테일즈런너,스포츠,3.77,"2,058","35,128",54.0,"39,476",스마일게이트,44
7255,7255,0,50,26,GTA 5,액션,7.59,"1,581","34,609",73.0,"28,707",스팀,44
7256,7256,0,52,27,DOTA 2,RTS,0.38,565,"30,519",142.0,"12,944",스팀,44
7257,7257,0,54,28,검은사막,RPG,1.0,"1,007","30,408",138.0,"13,248",(주)펄어비스,44
7258,7258,0,56,29,크레이지아케이드,아케이드,50.9,"2,153","30,378",39.0,"47,365",넥슨,44
7259,7259,0,58,30,한게임 로우바둑이,보드,15.95,"1,503","29,638",26.0,"68,561",한게임,44
7260,7260,0,0,1,리그 오브 레전드,RTS,92.89,"6,912","7,613,331",96.0,"4,782,515",라이엇게임즈,43
7261,7261,0,2,2,서든어택,FPS,36.51,"6,636","1,316,039",77.0,"1,030,070",넥슨,43
7262,7262,0,4,3,배틀그라운드,FPS,30.95,"6,454","1,115,506",90.0,"746,244",카카오/스팀,43
7263,7263,0,6,4,FIFA 온라인 4,스포츠,93.16,"6,766","1,004,442",52.0,"1,174,006",넥슨,43
7264,7264,0,8,5,디아블로2: 레저렉션,RPG,30.14,"6,178","854,852",123.0,"419,989",블리자드,43
7265,7265,0,10,6,로스트아크,RPG,27.2,"6,060","771,511",133.0,"347,532",스마일게이트,43
7266,7266,0,12,7,오버워치,FPS,20.83,"6,379","750,532",80.0,"566,374",블리자드,43
7267,7267,0,14,8,스타크래프트 리마스터,RTS,4.95,"6,188","405,356",83.0,"297,007",블리자드,43
7268,7268,0,16,9,메이플스토리,RPG,7.83,"5,260","221,905",84.0,"159,379",넥슨,43
7269,7269,0,18,10,던전앤파이터,액션,46.74,"4,459","216,284",114.0,"111,430",넥슨,43
7270,7270,0,20,11,발로란트,FPS,5.91,"4,506","212,695",74.0,"174,210",라이엇게임즈,43
7271,7271,0,22,12,아이온,RPG,6.65,"2,971","188,564",152.0,"74,522",엔씨소프트,43
7272,7272,0,24,13,리니지2,RPG,5.03,"1,005","142,563",416.0,"20,798",엔씨소프트,43
7273,7273,0,26,14,월드 오브 워크래프트,RPG,3.63,"2,380","102,852",140.0,"44,038",블리자드,43
7274,7274,0,28,15,리니지,RPG,3.47,"1,727","98,178",172.0,"34,412",엔씨소프트,43
7275,7275,0,30,16,오딘: 발할라 라이징,RPG,2.93,"1,472","83,116",215.0,"23,206",카카오게임즈,43
7276,7276,0,32,17,카트라이더,레이싱,97.58,"4,757","81,481",34.0,"145,771",넥슨,43
7277,7277,0,34,18,사이퍼즈,액션,15.39,"2,235","71,194",124.0,"34,453",넥슨,43
7278,7278,0,36,19,이터널 리턴,액션,14.41,"2,427","66,672",83.0,"48,451",카카오/스팀,43
7279,7279,0,38,20,워크래프트3 리포지드,RTS,0.76,"1,980","61,984",93.0,"40,248",블리자드,43
7280,7280,0,40,21,알투비트,아케이드,54.09,"2,124","53,760",49.0,"66,290",벨로프,43
7281,7281,0,42,22,스타크래프트2,RTS,0.66,"2,624","53,534",81.0,"39,977",블리자드,43
7282,7282,0,44,23,APEX LEGENDS,FPS,1.45,"1,813","52,049",89.0,"35,395",Origin/스팀,43
7283,7283,0,46,24,패스 오브 엑자일,RPG,1.72,"1,216","48,790",125.0,"23,360",카카오/그라인딩 기어 게임즈,43
7284,7284,0,48,25,블레이드 & 소울,RPG,1.44,"1,001","40,721",125.0,"19,549",엔씨소프트,43
7285,7285,0,50,26,테일즈런너,스포츠,3.38,"2,091","36,370",53.0,"41,671",스마일게이트,43
7286,7286,0,52,27,GTA 5,액션,7.78,"1,592","35,979",75.0,"28,893",스팀,43
7287,7287,0,54,28,크레이지아케이드,아케이드,31.93,"2,217","31,730",39.0,"49,638",넥슨,43
7288,7288,0,56,29,검은사막,RPG,1.12,"1,039","31,580",137.0,"13,937",(주)펄어비스,43
7289,7289,0,58,30,DOTA 2,RTS,0.36,513,"29,135",145.0,"12,031",스팀,43
7290,7290,0,0,1,리그 오브 레전드,RTS,92.79,"6,922","3,171,397",101.0,"1,879,963",라이엇게임즈,42
7291,7291,0,2,2,서든어택,FPS,36.28,"6,630","558,831",81.0,"414,244",넥슨,42
7292,7292,0,4,3,배틀그라운드,FPS,31.69,"6,442","488,037",93.0,"315,442",카카오/스팀,42
7293,7293,0,6,4,FIFA 온라인 4,스포츠,94.09,"6,784","468,006",55.0,"515,031",넥슨,42
7294,7294,0,8,5,디아블로2: 레저렉션,RPG,29.31,"6,061","336,851",124.0,"164,755",블리자드,42
7295,7295,0,10,6,오버워치,FPS,20.61,"6,357","317,380",84.0,"226,691",블리자드,42
7296,7296,0,12,7,로스트아크,RPG,25.5,"6,000","293,057",131.0,"133,749",스마일게이트,42
7297,7297,0,14,8,스타크래프트 리마스터,RTS,5.0,"6,173","170,575",85.0,"121,771",블리자드,42
7298,7298,0,16,9,메이플스토리,RPG,7.88,"5,199","90,521",82.0,"66,537",넥슨,42
7299,7299,0,18,10,던전앤파이터,액션,44.52,"4,360","88,911",115.0,"45,163",넥슨,42
7300,7300,0,20,11,발로란트,FPS,5.68,"4,446","87,398",75.0,"70,204",라이엇게임즈,42
7301,7301,0,22,12,아이온,RPG,7.18,"2,884","82,526",157.0,"31,663",엔씨소프트,42
7302,7302,0,24,13,리니지2,RPG,5.31,982,"61,023",442.0,"8,299",엔씨소프트,42
7303,7303,0,26,14,월드 오브 워크래프트,RPG,3.88,"2,389","44,495",145.0,"18,434",블리자드,42
7304,7304,0,28,15,리니지,RPG,3.7,"1,743","42,512",177.0,"14,399",엔씨소프트,42
7305,7305,0,30,16,오딘: 발할라 라이징,RPG,3.31,"1,480","38,035",236.0,"9,716",카카오게임즈,42
7306,7306,0,32,17,카트라이더,레이싱,97.27,"4,569","33,034",35.0,"57,249",넥슨,42
7307,7307,0,34,18,사이퍼즈,액션,15.4,"2,204","30,746",128.0,"14,311",넥슨,42
7308,7308,0,36,19,이터널 리턴,액션,13.81,"2,338","27,579",85.0,"19,474",카카오/스팀,42
7309,7309,0,38,20,워크래프트3 리포지드,RTS,0.76,"1,926","25,671",91.0,"16,976",블리자드,42
7310,7310,0,40,21,알투비트,아케이드,56.24,"2,280","25,657",52.0,"29,956",벨로프,42
7311,7311,0,42,22,스타크래프트2,RTS,0.67,"2,580","22,572",83.0,"16,421",블리자드,42
7312,7312,0,44,23,APEX LEGENDS,FPS,1.37,"1,695","21,082",88.0,"14,387",Origin/스팀,42
7313,7313,0,46,24,패스 오브 엑자일,RPG,1.68,"1,094","19,306",157.0,"7,385",카카오/그라인딩 기어 게임즈,42
7314,7314,0,48,25,블레이드 & 소울,RPG,1.63,"1,006","18,650",136.0,"8,210",엔씨소프트,42
7315,7315,0,50,26,GTA 5,액션,8.2,"1,622","16,366",79.0,"12,431",스팀,42
7316,7316,0,52,27,검은사막,RPG,1.26,"1,088","14,422",142.0,"6,090",(주)펄어비스,42
7317,7317,0,54,28,테일즈런너,스포츠,2.88,"1,940","14,322",54.0,"15,998",스마일게이트,42
7318,7318,0,56,29,크레이지아케이드,아케이드,30.73,"2,209","14,017",40.0,"21,251",넥슨,42
7319,7319,0,58,30,DOTA 2,RTS,0.41,524,"13,912",143.0,"5,830",스팀,42
7320,7320,0,0,1,리그 오브 레전드,RTS,92.54,"6,853","4,114,437",99.0,"2,499,952",라이엇게임즈,41
7321,7321,0,2,2,서든어택,FPS,36.49,"6,574","707,110",80.0,"535,108",넥슨,41
7322,7322,0,4,3,FIFA 온라인 4,스포츠,94.5,"6,737","683,889",55.0,"753,638",넥슨,41
7323,7323,0,6,4,배틀그라운드,FPS,30.41,"6,340","589,290",88.0,"400,041",카카오/스팀,41
7324,7324,0,8,5,로스트아크,RPG,29.17,"6,000","441,899",140.0,"190,539",스마일게이트,41
7325,7325,0,10,6,오버워치,FPS,21.2,"6,311","410,769",84.0,"296,304",블리자드,41
7326,7326,0,12,7,디아블로2: 레저렉션,RPG,26.77,"5,970","405,535",118.0,"209,002",블리자드,41
7327,7327,0,14,8,스타크래프트 리마스터,RTS,5.28,"6,162","234,603",82.0,"173,233",블리자드,41
7328,7328,0,16,9,메이플스토리,RPG,8.24,"5,139","124,799",85.0,"88,081",넥슨,41
7329,7329,0,18,10,발로란트,FPS,5.87,"4,420","113,690",74.0,"93,090",라이엇게임즈,41
7330,7330,0,20,11,던전앤파이터,액션,43.8,"4,339","109,008",108.0,"58,821",넥슨,41
7331,7331,0,22,12,아이온,RPG,6.8,"2,919","102,975",151.0,"41,151",엔씨소프트,41
7332,7332,0,24,13,리니지2,RPG,4.71,969,"71,330",381.0,"11,414",엔씨소프트,41
7333,7333,0,26,14,월드 오브 워크래프트,RPG,3.96,"2,464","59,919",140.0,"25,672",블리자드,41
7334,7334,0,28,15,리니지,RPG,3.42,"1,673","51,814",170.0,"18,321",엔씨소프트,41
7335,7335,0,30,16,오딘: 발할라 라이징,RPG,2.97,"1,383","44,910",219.0,"12,409",카카오게임즈,41
7336,7336,0,32,17,카트라이더,레이싱,97.91,"4,595","43,766",35.0,"77,310",넥슨,41
7337,7337,0,34,18,사이퍼즈,액션,16.88,"2,264","41,995",126.0,"19,882",넥슨,41
7338,7338,0,36,19,워크래프트3 리포지드,RTS,0.74,"1,937","32,683",87.0,"22,728",블리자드,41
7339,7339,0,38,20,이터널 리턴,액션,12.95,"2,196","32,237",83.0,"23,566",카카오/스팀,41
7340,7340,0,40,21,알투비트,아케이드,53.59,"2,047","29,270",60.0,"29,630",벨로프,41
7341,7341,0,42,22,스타크래프트2,RTS,0.66,"2,602","28,917",79.0,"22,175",블리자드,41
7342,7342,0,44,23,APEX LEGENDS,FPS,1.35,"1,607","25,986",90.0,"17,370",Origin/스팀,41
7343,7343,0,46,24,패스 오브 엑자일,RPG,1.52,"1,052","22,991",153.0,"9,005",카카오/그라인딩 기어 게임즈,41
7344,7344,0,48,25,블레이드 & 소울,RPG,1.51,985,"22,857",123.0,"11,160",엔씨소프트,41
7345,7345,0,50,26,GTA 5,액션,8.83,"1,618","21,977",78.0,"16,924",스팀,41
7346,7346,0,52,27,한게임 로우바둑이,보드,18.74,"1,740","21,905",25.0,"52,719",한게임,41
7347,7347,0,54,28,테일즈런너,스포츠,2.81,"2,002","20,301",55.0,"22,182",스마일게이트,41
7348,7348,0,56,29,크레이지아케이드,아케이드,32.62,"2,151","17,816",41.0,"26,715",넥슨,41
7349,7349,0,58,30,검은사막,RPG,1.15,"1,059","17,342",133.0,"7,875",(주)펄어비스,41
7350,7350,0,0,1,리그 오브 레전드,RTS,92.6,"6,828","7,136,781",99.0,"4,328,847",라이엇게임즈,40
7351,7351,0,2,2,서든어택,FPS,36.0,"6,536","1,242,586",81.0,"929,208",넥슨,40
7352,7352,0,4,3,FIFA 온라인 4,스포츠,94.26,"6,702","1,107,842",56.0,"1,200,192",넥슨,40
7353,7353,0,6,4,배틀그라운드,FPS,31.57,"6,347","1,089,733",93.0,"707,404",카카오/스팀,40
7354,7354,0,8,5,오버워치,FPS,21.06,"6,289","726,911",83.0,"528,707",블리자드,40
7355,7355,0,10,6,로스트아크,RPG,28.03,"5,879","695,746",140.0,"297,432",스마일게이트,40
7356,7356,0,12,7,디아블로2: 레저렉션,RPG,25.37,"5,824","629,721",123.0,"308,836",블리자드,40
7357,7357,0,14,8,스타크래프트 리마스터,RTS,5.16,"6,133","397,249",83.0,"288,622",블리자드,40
7358,7358,0,16,9,메이플스토리,RPG,8.86,"5,119","219,912",83.0,"161,364",넥슨,40
7359,7359,0,18,10,발로란트,FPS,5.82,"4,363","200,617",74.0,"163,352",라이엇게임즈,40
7360,7360,0,20,11,던전앤파이터,액션,42.95,"4,214","183,748",110.0,"96,816",넥슨,40
7361,7361,0,22,12,아이온,RPG,7.21,"2,802","178,832",156.0,"69,136",엔씨소프트,40
7362,7362,0,24,13,리니지2,RPG,4.78,915,"118,502",405.0,"17,683",엔씨소프트,40
7363,7363,0,26,14,월드 오브 워크래프트,RPG,4.03,"2,347","99,866",143.0,"42,062",블리자드,40
7364,7364,0,28,15,리니지,RPG,3.71,"1,641","92,059",171.0,"32,307",엔씨소프트,40
7365,7365,0,30,16,오딘: 발할라 라이징,RPG,3.06,"1,336","75,876",218.0,"21,027",카카오게임즈,40
7366,7366,0,32,17,사이퍼즈,액션,16.97,"2,213","72,577",127.0,"34,273",넥슨,40
7367,7367,0,34,18,카트라이더,레이싱,97.79,"4,455","72,412",35.0,"126,687",넥슨,40
7368,7368,0,36,19,워크래프트3 리포지드,RTS,0.77,"1,864","58,941",92.0,"38,724",블리자드,40
7369,7369,0,38,20,이터널 리턴,액션,12.65,"2,082","54,102",80.0,"40,800",카카오/스팀,40
7370,7370,0,40,21,알투비트,아케이드,55.49,"2,017","53,479",64.0,"50,434",벨로프,40
7371,7371,0,42,22,스타크래프트2,RTS,0.67,"2,548","51,338",80.0,"38,800",블리자드,40
7372,7372,0,44,23,APEX LEGENDS,FPS,1.26,"1,543","43,231",91.0,"28,478",Origin/스팀,40
7373,7373,0,46,24,블레이드 & 소울,RPG,1.58,964,"39,121",129.0,"18,184",엔씨소프트,40
7374,7374,0,48,25,GTA 5,액션,8.26,"1,560","35,305",76.0,"28,002",스팀,40
7375,7375,0,50,26,테일즈런너,스포츠,2.99,"1,978","35,034",57.0,"37,460",스마일게이트,40
7376,7376,0,52,27,패스 오브 엑자일,RPG,1.41,928,"34,838",142.0,"14,793",카카오/그라인딩 기어 게임즈,40
7377,7377,0,54,28,한게임 로우바둑이,보드,16.02,"1,509","30,953",27.0,"70,624",한게임,40
7378,7378,0,56,29,크레이지아케이드,아케이드,31.82,"2,117","30,664",41.0,"45,934",넥슨,40
7379,7379,0,58,30,DOTA 2,RTS,0.4,531,"30,427",133.0,"13,677",스팀,40
7380,7380,0,0,1,리그 오브 레전드,RTS,92.99,"6,818","6,590,944",98.0,"4,040,706",라이엇게임즈,39
7381,7381,0,2,2,서든어택,FPS,37.05,"6,522","1,203,767",82.0,"887,177",넥슨,39
7382,7382,0,4,3,FIFA 온라인 4,스포츠,94.49,"6,690","1,006,993",56.0,"1,089,424",넥슨,39
